Date,Year,Month,Sector,Pollutant,Monthly_Ratio,EPD_Monthly_Tonnes
1/2/2005,2005,2,Road-transport,PM25,0.071588244,121.7000147
1/2/2005,2005,2,Road-transport,SO2,0.070498759,66.26883346
1/3/2005,2005,3,Non-road-transport,CO,0.083333333,1675.833333
1/3/2005,2005,3,Non-road-transport,NOx,0.083333333,2970.833333
1/3/2005,2005,3,Non-road-transport,PM10,0.083333333,194.1666667
1/3/2005,2005,3,Non-road-transport,PM25,0.083333333,180.8333333
1/3/2005,2005,3,Non-road-transport,SO2,0.083333333,1600
1/3/2005,2005,3,Other,CO,0.071779925,241.8983464
1/3/2005,2005,3,Other,NOx,0.081497739,766.8937286
1/3/2005,2005,3,Other,PM10,0.074606223,151.450633
1/3/2005,2005,3,Other,PM25,0.074560328,103.6388564
1/3/2005,2005,3,Other,SO2,0.077755009,201.3854738
1/3/2005,2005,3,Power,CO,0.084307424,279.9006468
1/3/2005,2005,3,Power,NOx,0.084307423,3914.393628
1/3/2005,2005,3,Power,PM10,0.084307416,195.5932045
1/3/2005,2005,3,Power,PM25,0.084307401,87.67969713
1/3/2005,2005,3,Power,SO2,0.084307409,6496.728948
1/3/2005,2005,3,Road-transport,CO,0.07583632,4398.506584
1/3/2005,2005,3,Road-transport,NOx,0.077729343,2782.710464
1/3/2005,2005,3,Road-transport,PM10,0.076814605,145.9477497
1/3/2005,2005,3,Road-transport,PM25,0.076814605,130.5848287
1/3/2005,2005,3,Road-transport,SO2,0.076900452,72.28642514
1/4/2005,2005,4,Non-road-transport,CO,0.083333333,1675.833333
1/4/2005,2005,4,Non-road-transport,NOx,0.083333333,2970.833333
1/4/2005,2005,4,Non-road-transport,PM10,0.083333333,194.1666667
1/4/2005,2005,4,Non-road-transport,PM25,0.083333333,180.8333333
1/4/2005,2005,4,Non-road-transport,SO2,0.083333333,1600
1/4/2005,2005,4,Other,CO,0.079686155,268.5423426
1/4/2005,2005,4,Other,NOx,0.078900403,742.4527958
1/4/2005,2005,4,Other,PM10,0.079678216,161.7467779
1/4/2005,2005,4,Other,PM25,0.079945004,111.1235554
1/4/2005,2005,4,Other,SO2,0.081179676,210.2553611
1/4/2005,2005,4,Power,CO,0.085108394,282.5598666
1/4/2005,2005,4,Power,NOx,0.085108397,3951.582858
1/4/2005,2005,4,Power,PM10,0.085108391,197.4514671
1/4/2005,2005,4,Power,PM25,0.085108394,88.5127295
1/4/2005,2005,4,Power,SO2,0.0851084,6558.453334
1/4/2005,2005,4,Road-transport,CO,0.070489624,4088.398202
1/4/2005,2005,4,Road-transport,NOx,0.071350239,2554.338561
1/4/2005,2005,4,Road-transport,PM10,0.070724357,134.3762792
1/4/2005,2005,4,Road-transport,PM25,0.070724357,120.2314077
1/4/2005,2005,4,Road-transport,SO2,0.070491315,66.26183572
1/5/2005,2005,5,Non-road-transport,CO,0.083333333,1675.833333
1/5/2005,2005,5,Non-road-transport,NOx,0.083333333,2970.833333
1/5/2005,2005,5,Non-road-transport,PM10,0.083333333,194.1666667
1/5/2005,2005,5,Non-road-transport,PM25,0.083333333,180.8333333
1/5/2005,2005,5,Non-road-transport,SO2,0.083333333,1600
1/5/2005,2005,5,Other,CO,0.078000896,262.8630187
1/5/2005,2005,5,Other,NOx,0.077751276,731.6395067
1/5/2005,2005,5,Other,PM10,0.079191691,160.7591323
1/5/2005,2005,5,Other,PM25,0.079453557,110.4404441
1/5/2005,2005,5,Other,SO2,0.080221163,207.7728116
1/5/2005,2005,5,Power,CO,0.079091459,262.5836438
1/5/2005,2005,5,Power,NOx,0.079091464,3672.216692
1/5/2005,2005,5,Power,PM10,0.079091467,183.4922031
1/5/2005,2005,5,Power,PM25,0.079091478,82.25513718
1/5/2005,2005,5,Power,SO2,0.079091498,6094.790835
1/5/2005,2005,5,Road-transport,CO,0.081118222,4704.856904
1/5/2005,2005,5,Road-transport,NOx,0.079130663,2832.877722
1/5/2005,2005,5,Road-transport,PM10,0.080062668,152.1190693
1/5/2005,2005,5,Road-transport,PM25,0.080062668,136.1065357
1/5/2005,2005,5,Road-transport,SO2,0.079935754,75.13960869
1/6/2005,2005,6,Non-road-transport,CO,0.083333333,1675.833333
1/6/2005,2005,6,Non-road-transport,NOx,0.083333333,2970.833333
1/6/2005,2005,6,Non-road-transport,PM10,0.083333333,194.1666667
1/6/2005,2005,6,Non-road-transport,PM25,0.083333333,180.8333333
1/6/2005,2005,6,Non-road-transport,SO2,0.083333333,1600
1/6/2005,2005,6,Other,CO,0.083681122,282.0053809
1/6/2005,2005,6,Other,NOx,0.082444494,775.8026901
1/6/2005,2005,6,Other,PM10,0.085395882,173.3536411
1/6/2005,2005,6,Other,PM25,0.085166025,118.3807749
1/6/2005,2005,6,Other,SO2,0.083950638,217.4321522
1/6/2005,2005,6,Power,CO,0.074638954,247.8013283
1/6/2005,2005,6,Power,NOx,0.074638957,3465.486792
1/6/2005,2005,6,Power,PM10,0.074638965,173.1623991
1/6/2005,2005,6,Power,PM25,0.074638944,77.62450226
1/6/2005,2005,6,Power,SO2,0.074638951,5751.677579
1/6/2005,2005,6,Road-transport,CO,0.081226701,4711.148644
1/6/2005,2005,6,Road-transport,NOx,0.080269626,2873.65261
1/6/2005,2005,6,Road-transport,PM10,0.080756547,153.4374392
1/6/2005,2005,6,Road-transport,PM25,0.080756547,137.2861298
1/6/2005,2005,6,Road-transport,SO2,0.080744833,75.90014259
1/7/2005,2005,7,Non-road-transport,CO,0.083333333,1675.833333
1/7/2005,2005,7,Non-road-transport,NOx,0.083333333,2970.833333
1/7/2005,2005,7,Non-road-transport,PM10,0.083333333,194.1666667
1/7/2005,2005,7,Non-road-transport,PM25,0.083333333,180.8333333
1/7/2005,2005,7,Non-road-transport,SO2,0.083333333,1600
1/7/2005,2005,7,Other,CO,0.080477118,271.2078863
1/7/2005,2005,7,Other,NOx,0.078217357,736.0253318
1/7/2005,2005,7,Other,PM10,0.083285751,169.070074
1/7/2005,2005,7,Other,PM25,0.083085511,115.48886
1/7/2005,2005,7,Other,SO2,0.080089069,207.4306899
1/7/2005,2005,7,Power,CO,0.08345556,277.0724605
1/7/2005,2005,7,Power,NOx,0.083455565,3874.841891
1/7/2005,2005,7,Power,PM10,0.083455563,193.6169061
1/7/2005,2005,7,Power,PM25,0.083455573,86.79379601
1/7/2005,2005,7,Power,SO2,0.083455584,6431.087273
1/7/2005,2005,7,Road-transport,CO,0.083220918,4826.813247
1/7/2005,2005,7,Road-transport,NOx,0.081325845,2911.465238
1/7/2005,2005,7,Road-transport,PM10,0.082140009,156.0660172
1/7/2005,2005,7,Road-transport,PM25,0.082140009,139.6380154
1/7/2005,2005,7,Road-transport,SO2,0.081922528,77.00717658
1/8/2005,2005,8,Non-road-transport,CO,0.083333333,1675.833333
1/8/2005,2005,8,Non-road-transport,NOx,0.083333333,2970.833333
1/8/2005,2005,8,Non-road-transport,PM10,0.083333333,194.1666667
1/8/2005,2005,8,Non-road-transport,PM25,0.083333333,180.8333333
1/8/2005,2005,8,Non-road-transport,SO2,0.083333333,1600
1/8/2005,2005,8,Other,CO,0.080256037,270.4628449
1/8/2005,2005,8,Other,NOx,0.078253873,736.3689492
1/8/2005,2005,8,Other,PM10,0.082170824,166.8067718
1/8/2005,2005,8,Other,PM25,0.082175438,114.223859
1/8/2005,2005,8,Other,SO2,0.080375964,208.1737461
1/8/2005,2005,8,Power,CO,0.085276365,283.1175327
1/8/2005,2005,8,Power,NOx,0.085276344,3959.380648
1/8/2005,2005,8,Power,PM10,0.085276355,197.8411439
1/8/2005,2005,8,Power,PM25,0.08527637,88.68742443
1/8/2005,2005,8,Power,SO2,0.085276364,6571.396573
1/8/2005,2005,8,Road-transport,CO,0.085381741,4952.141007
1/8/2005,2005,8,Road-transport,NOx,0.082811436,2964.649391
1/8/2005,2005,8,Road-transport,PM10,0.083984174,159.5699308
1/8/2005,2005,8,Road-transport,PM25,0.083984174,142.773096
1/8/2005,2005,8,Road-transport,SO2,0.083777887,78.75121419
1/9/2005,2005,9,Non-road-transport,CO,0.083333333,1675.833333
1/9/2005,2005,9,Non-road-transport,NOx,0.083333333,2970.833333
1/9/2005,2005,9,Non-road-transport,PM10,0.083333333,194.1666667
1/9/2005,2005,9,Non-road-transport,PM25,0.083333333,180.8333333
1/9/2005,2005,9,Non-road-transport,SO2,0.083333333,1600
1/9/2005,2005,9,Other,CO,0.092617717,312.121708
1/9/2005,2005,9,Other,NOx,0.082729363,778.4833093
1/9/2005,2005,9,Other,PM10,0.090401698,183.5154474
1/9/2005,2005,9,Other,PM25,0.090168323,125.333969
1/9/2005,2005,9,Other,SO2,0.085151265,220.5417756
1/9/2005,2005,9,Power,CO,0.087492755,290.4759471
1/9/2005,2005,9,Power,NOx,0.087492752,4062.288492
1/9/2005,2005,9,Power,PM10,0.087492734,202.9831431
1/9/2005,2005,9,Power,PM25,0.087492748,90.99245751
1/9/2005,2005,9,Power,SO2,0.087492733,6742.189969
1/9/2005,2005,9,Road-transport,CO,0.089137608,5169.98128
1/9/2005,2005,9,Road-transport,NOx,0.089705188,3211.445738
1/9/2005,2005,9,Road-transport,PM10,0.089766005,170.5554104
1/9/2005,2005,9,Road-transport,PM25,0.089766005,152.6022093
1/9/2005,2005,9,Road-transport,SO2,0.090225821,84.81227198
1/10/2005,2005,10,Non-road-transport,CO,0.083333333,1675.833333
1/10/2005,2005,10,Non-road-transport,NOx,0.083333333,2970.833333
1/10/2005,2005,10,Non-road-transport,PM10,0.083333333,194.1666667
1/10/2005,2005,10,Non-road-transport,PM25,0.083333333,180.8333333
1/10/2005,2005,10,Non-road-transport,SO2,0.083333333,1600
1/10/2005,2005,10,Other,CO,0.095222424,320.899568
1/10/2005,2005,10,Other,NOx,0.090580898,852.3662539
1/10/2005,2005,10,Other,PM10,0.092783679,188.3508688
1/10/2005,2005,10,Other,PM25,0.092722567,128.8843687
1/10/2005,2005,10,Other,SO2,0.087723188,227.2030558
1/10/2005,2005,10,Power,CO,0.086262459,286.3913635
1/10/2005,2005,10,Power,NOx,0.086262424,4005.164355
1/10/2005,2005,10,Power,PM10,0.086262473,200.1289376
1/10/2005,2005,10,Power,PM25,0.086262467,89.71296596
1/10/2005,2005,10,Power,SO2,0.086262453,6647.384652
1/10/2005,2005,10,Road-transport,CO,0.092806443,5382.77371
1/10/2005,2005,10,Road-transport,NOx,0.094741619,3391.749967
1/10/2005,2005,10,Road-transport,PM10,0.09431745,179.2031555
1/10/2005,2005,10,Road-transport,PM25,0.09431745,160.3396654
1/10/2005,2005,10,Road-transport,SO2,0.095067054,89.36303074
1/11/2005,2005,11,Non-road-transport,CO,0.083333333,1675.833333
1/11/2005,2005,11,Non-road-transport,NOx,0.083333333,2970.833333
1/11/2005,2005,11,Non-road-transport,PM10,0.083333333,194.1666667
1/11/2005,2005,11,Non-road-transport,PM25,0.083333333,180.8333333
1/11/2005,2005,11,Non-road-transport,SO2,0.083333333,1600
1/11/2005,2005,11,Other,CO,0.098345844,331.4254934
1/11/2005,2005,11,Other,NOx,0.09990207,940.0784822
1/11/2005,2005,11,Other,PM10,0.096194978,195.2758057
1/11/2005,2005,11,Other,PM25,0.09600627,133.4487147
1/11/2005,2005,11,Other,SO2,0.096427697,249.747735
1/11/2005,2005,11,Power,CO,0.085850677,285.0242468
1/11/2005,2005,11,Power,NOx,0.08585072,3986.048948
1/11/2005,2005,11,Power,PM10,0.085850681,199.1735797
1/11/2005,2005,11,Power,PM25,0.085850698,89.28472553
1/11/2005,2005,11,Power,SO2,0.085850726,6615.656943
1/11/2005,2005,11,Road-transport,CO,0.09404518,5454.620466
1/11/2005,2005,11,Road-transport,NOx,0.099044559,3545.79521
1/11/2005,2005,11,Road-transport,PM10,0.097324379,184.9163199
1/11/2005,2005,11,Road-transport,PM25,0.097324379,165.4514441
1/11/2005,2005,11,Road-transport,SO2,0.098452138,92.54500962
1/12/2005,2005,12,Non-road-transport,CO,0.083333333,1675.833333
1/12/2005,2005,12,Non-road-transport,NOx,0.083333333,2970.833333
1/12/2005,2005,12,Non-road-transport,PM10,0.083333333,194.1666667
1/12/2005,2005,12,Non-road-transport,PM25,0.083333333,180.8333333
1/12/2005,2005,12,Non-road-transport,SO2,0.083333333,1600
1/12/2005,2005,12,Other,CO,0.105678843,356.1377013
1/12/2005,2005,12,Other,NOx,0.104466026,983.0253009
1/12/2005,2005,12,Other,PM10,0.10625461,215.6968587
1/12/2005,2005,12,Other,PM25,0.105126401,146.1256977
1/12/2005,2005,12,Other,SO2,0.102331691,265.0390808
1/12/2005,2005,12,Power,CO,0.094983213,315.3442671
1/12/2005,2005,12,Power,NOx,0.094983228,4410.071266
1/12/2005,2005,12,Power,PM10,0.094983218,220.3610664
1/12/2005,2005,12,Power,PM25,0.094983207,98.78253571
1/12/2005,2005,12,Power,SO2,0.094983188,7319.404498
1/12/2005,2005,12,Road-transport,CO,0.090513231,5249.767394
1/12/2005,2005,12,Road-transport,NOx,0.103065855,3689.757594
1/12/2005,2005,12,Road-transport,PM10,0.097953578,186.1117987
1/12/2005,2005,12,Road-transport,PM25,0.097953578,166.521083
1/12/2005,2005,12,Road-transport,SO2,0.099757622,93.77216464
1/1/2006,2006,1,Non-road-transport,CO,0.083333333,1736.666667
1/1/2006,2006,1,Non-road-transport,NOx,0.083333333,3028.333333
1/1/2006,2006,1,Non-road-transport,PM10,0.083333333,199.1666667
1/1/2006,2006,1,Non-road-transport,PM25,0.083333333,185.8333333
1/1/2006,2006,1,Non-road-transport,SO2,0.083333333,1655
1/1/2006,2006,1,Other,CO,0.063702582,324.8831687
1/1/2006,2006,1,Other,NOx,0.081475647,852.2352634
1/1/2006,2006,1,Other,PM10,0.065554049,128.4859353
1/1/2006,2006,1,Other,PM25,0.066661623,90.65980733
1/1/2006,2006,1,Other,SO2,0.073683435,180.5244163
1/1/2006,2006,1,Power,CO,0.073130909,246.4511626
1/1/2006,2006,1,Power,NOx,0.073130877,3054.676723
1/1/2006,2006,1,Power,PM10,0.07313088,136.0234371
1/1/2006,2006,1,Power,PM25,0.073130888,61.42994622
1/1/2006,2006,1,Power,SO2,0.073130882,4828.832112
1/1/2006,2006,1,Road-transport,CO,0.079058969,4640.761462
1/1/2006,2006,1,Road-transport,NOx,0.073094464,2602.162909
1/1/2006,2006,1,Road-transport,PM10,0.07412021,126.0043567
1/1/2006,2006,1,Road-transport,PM25,0.07412021,111.1803147
1/1/2006,2006,1,Road-transport,SO2,0.072213341,67.15840753
1/2/2006,2006,2,Non-road-transport,CO,0.083333333,1736.666667
1/2/2006,2006,2,Non-road-transport,NOx,0.083333333,3028.333333
1/2/2006,2006,2,Non-road-transport,PM10,0.083333333,199.1666667
1/2/2006,2006,2,Non-road-transport,PM25,0.083333333,185.8333333
1/2/2006,2006,2,Non-road-transport,SO2,0.083333333,1655
1/2/2006,2006,2,Other,CO,0.070951991,361.8551529
1/2/2006,2006,2,Other,NOx,0.073279405,766.5025742
1/2/2006,2006,2,Other,PM10,0.066073586,129.5042286
1/2/2006,2006,2,Other,PM25,0.06653862,90.49252351
1/2/2006,2006,2,Other,SO2,0.072893595,178.5893073
1/2/2006,2006,2,Power,CO,0.07002816,235.9948988
1/2/2006,2006,2,Power,NOx,0.07002816,2925.076262
1/2/2006,2006,2,Power,PM10,0.070028144,130.2523475
1/2/2006,2006,2,Power,PM25,0.070028145,58.82364203
1/2/2006,2006,2,Power,SO2,0.07002814,4623.958064
1/2/2006,2006,2,Road-transport,CO,0.077099029,4525.713014
1/2/2006,2006,2,Road-transport,NOx,0.067607414,2406.823933
1/2/2006,2006,2,Road-transport,PM10,0.070961048,120.6337808
1/2/2006,2006,2,Road-transport,PM25,0.070961048,106.4415713
1/2/2006,2006,2,Road-transport,SO2,0.070989165,66.01992352
1/3/2006,2006,3,Non-road-transport,CO,0.083333333,1736.666667
1/3/2006,2006,3,Non-road-transport,NOx,0.083333333,3028.333333
1/3/2006,2006,3,Non-road-transport,PM10,0.083333333,199.1666667
1/3/2006,2006,3,Non-road-transport,PM25,0.083333333,185.8333333
1/3/2006,2006,3,Non-road-transport,SO2,0.083333333,1655
1/3/2006,2006,3,Other,CO,0.074355374,379.2124059
1/3/2006,2006,3,Other,NOx,0.079051411,826.8777597
1/3/2006,2006,3,Other,PM10,0.0751261,147.247155
1/3/2006,2006,3,Other,PM25,0.074847858,101.7930869
1/3/2006,2006,3,Other,SO2,0.076445189,187.2907141
1/3/2006,2006,3,Power,CO,0.081591972,274.9649465
1/3/2006,2006,3,Power,NOx,0.081591989,3408.097401
1/3/2006,2006,3,Power,PM10,0.08159199,151.7611022
1/3/2006,2006,3,Power,PM25,0.081591979,68.53726255
1/3/2006,2006,3,Power,SO2,0.081591986,5387.518865
1/3/2006,2006,3,Road-transport,CO,0.075788928,4448.810093
1/3/2006,2006,3,Road-transport,NOx,0.077697913,2766.0457
1/3/2006,2006,3,Road-transport,PM10,0.076936443,130.7919534
1/3/2006,2006,3,Road-transport,PM25,0.076936443,115.4046647
1/3/2006,2006,3,Road-transport,SO2,0.076776037,71.40171404
1/4/2006,2006,4,Non-road-transport,CO,0.083333333,1736.666667
1/4/2006,2006,4,Non-road-transport,NOx,0.083333333,3028.333333
1/4/2006,2006,4,Non-road-transport,PM10,0.083333333,199.1666667
1/4/2006,2006,4,Non-road-transport,PM25,0.083333333,185.8333333
1/4/2006,2006,4,Non-road-transport,SO2,0.083333333,1655
1/4/2006,2006,4,Other,CO,0.084434868,430.6178293
1/4/2006,2006,4,Other,NOx,0.079737795,834.0573319
1/4/2006,2006,4,Other,PM10,0.080907804,158.5792962
1/4/2006,2006,4,Other,PM25,0.080818544,109.9132197
1/4/2006,2006,4,Other,SO2,0.080946843,198.3197656
1/4/2006,2006,4,Power,CO,0.080055042,269.785493
1/4/2006,2006,4,Power,NOx,0.080054983,3343.896659
1/4/2006,2006,4,Power,PM10,0.080054975,148.9022544
1/4/2006,2006,4,Power,PM25,0.08005499,67.24619195
1/4/2006,2006,4,Power,SO2,0.080054986,5286.030694
1/4/2006,2006,4,Road-transport,CO,0.07042312,4133.83714
1/4/2006,2006,4,Road-transport,NOx,0.071298208,2538.216197
1/4/2006,2006,4,Road-transport,PM10,0.070771389,120.311361
1/4/2006,2006,4,Road-transport,PM25,0.070771389,106.1570832
1/4/2006,2006,4,Road-transport,SO2,0.070381589,65.45487806
1/5/2006,2006,5,Non-road-transport,CO,0.083333333,1736.666667
1/5/2006,2006,5,Non-road-transport,NOx,0.083333333,3028.333333
1/5/2006,2006,5,Non-road-transport,PM10,0.083333333,199.1666667
1/5/2006,2006,5,Non-road-transport,PM25,0.083333333,185.8333333
1/5/2006,2006,5,Non-road-transport,SO2,0.083333333,1655
1/5/2006,2006,5,Other,CO,0.081566132,415.9872721
1/5/2006,2006,5,Other,NOx,0.072923481,762.7796077
1/5/2006,2006,5,Other,PM10,0.078507714,153.8751188
1/5/2006,2006,5,Other,PM25,0.078470504,106.7198859
1/5/2006,2006,5,Other,SO2,0.076382116,187.1361833
1/5/2006,2006,5,Power,CO,0.078991269,266.2005771
1/5/2006,2006,5,Power,NOx,0.078991269,3299.465319
1/5/2006,2006,5,Power,PM10,0.078991287,146.9237942
1/5/2006,2006,5,Power,PM25,0.078991273,66.35266893
1/5/2006,2006,5,Power,SO2,0.0789913,5215.795519
1/5/2006,2006,5,Road-transport,CO,0.081161912,4764.204246
1/5/2006,2006,5,Road-transport,NOx,0.079158526,2818.043535
1/5/2006,2006,5,Road-transport,PM10,0.079933632,135.8871739
1/5/2006,2006,5,Road-transport,PM25,0.079933632,119.9004476
1/5/2006,2006,5,Road-transport,SO2,0.080059209,74.45506461
1/6/2006,2006,6,Non-road-transport,CO,0.083333333,1736.666667
1/6/2006,2006,6,Non-road-transport,NOx,0.083333333,3028.333333
1/6/2006,2006,6,Non-road-transport,PM10,0.083333333,199.1666667
1/6/2006,2006,6,Non-road-transport,PM25,0.083333333,185.8333333
1/6/2006,2006,6,Non-road-transport,SO2,0.083333333,1655
1/6/2006,2006,6,Other,CO,0.087358743,445.5295903
1/6/2006,2006,6,Other,NOx,0.078782885,824.068981
1/6/2006,2006,6,Other,PM10,0.085971634,168.504402
1/6/2006,2006,6,Other,PM25,0.085882605,116.8003433
1/6/2006,2006,6,Other,SO2,0.081291688,199.1646368
1/6/2006,2006,6,Power,CO,0.07416729,249.9437671
1/6/2006,2006,6,Power,NOx,0.07416728,3097.967292
1/6/2006,2006,6,Power,PM10,0.074167268,137.9511192
1/6/2006,2006,6,Power,PM25,0.074167286,62.30052053
1/6/2006,2006,6,Power,SO2,0.074167278,4897.265334
1/6/2006,2006,6,Road-transport,CO,0.081255904,4769.72157
1/6/2006,2006,6,Road-transport,NOx,0.080289912,2858.320884
1/6/2006,2006,6,Road-transport,PM10,0.080695927,137.1830752
1/6/2006,2006,6,Road-transport,PM25,0.080695927,121.0438899
1/6/2006,2006,6,Road-transport,SO2,0.080813933,75.15695758
1/7/2006,2006,7,Non-road-transport,CO,0.083333333,1736.666667
1/7/2006,2006,7,Non-road-transport,NOx,0.083333333,3028.333333
1/7/2006,2006,7,Non-road-transport,PM10,0.083333333,199.1666667
1/7/2006,2006,7,Non-road-transport,PM25,0.083333333,185.8333333
1/7/2006,2006,7,Non-road-transport,SO2,0.083333333,1655
1/7/2006,2006,7,Other,CO,0.079979491,407.8954016
1/7/2006,2006,7,Other,NOx,0.077905317,814.8896112
1/7/2006,2006,7,Other,PM10,0.082211212,161.1339759
1/7/2006,2006,7,Other,PM25,0.082057456,111.5981399
1/7/2006,2006,7,Other,SO2,0.082653067,202.5000148
1/7/2006,2006,7,Power,CO,0.083040827,279.8475873
1/7/2006,2006,7,Power,NOx,0.083040867,3468.617015
1/7/2006,2006,7,Power,PM10,0.083040834,154.4559507
1/7/2006,2006,7,Power,PM25,0.083040819,69.75428795
1/7/2006,2006,7,Power,SO2,0.083040821,5483.18538
1/7/2006,2006,7,Road-transport,CO,0.083246613,4886.576172
1/7/2006,2006,7,Road-transport,NOx,0.081339052,2895.670236
1/7/2006,2006,7,Road-transport,PM10,0.082013997,139.4237956
1/7/2006,2006,7,Road-transport,PM25,0.082013997,123.0209961
1/7/2006,2006,7,Road-transport,SO2,0.082021365,76.27986943
1/8/2006,2006,8,Non-road-transport,CO,0.083333333,1736.666667
1/8/2006,2006,8,Non-road-transport,NOx,0.083333333,3028.333333
1/8/2006,2006,8,Non-road-transport,PM10,0.083333333,199.1666667
1/8/2006,2006,8,Non-road-transport,PM25,0.083333333,185.8333333
1/8/2006,2006,8,Non-road-transport,SO2,0.083333333,1655
1/8/2006,2006,8,Other,CO,0.084281227,429.8342569
1/8/2006,2006,8,Other,NOx,0.080680811,843.9212859
1/8/2006,2006,8,Other,PM10,0.083212176,163.0958644
1/8/2006,2006,8,Other,PM25,0.083459278,113.5046177
1/8/2006,2006,8,Other,SO2,0.081375387,199.3696986
1/8/2006,2006,8,Power,CO,0.087615784,295.2651911
1/8/2006,2006,8,Power,NOx,0.087615763,3659.710403
1/8/2006,2006,8,Power,PM10,0.087615764,162.9653204
1/8/2006,2006,8,Power,PM25,0.087615769,73.59724559
1/8/2006,2006,8,Power,SO2,0.087615777,5785.269751
1/8/2006,2006,8,Road-transport,CO,0.085431277,5014.815972
1/8/2006,2006,8,Road-transport,NOx,0.082841671,2949.16349
1/8/2006,2006,8,Road-transport,PM10,0.08381598,142.4871661
1/8/2006,2006,8,Road-transport,PM25,0.08381598,125.7239701
1/8/2006,2006,8,Road-transport,SO2,0.083929292,78.05424173
1/9/2006,2006,9,Non-road-transport,CO,0.083333333,1736.666667
1/9/2006,2006,9,Non-road-transport,NOx,0.083333333,3028.333333
1/9/2006,2006,9,Non-road-transport,PM10,0.083333333,199.1666667
1/9/2006,2006,9,Non-road-transport,PM25,0.083333333,185.8333333
1/9/2006,2006,9,Non-road-transport,SO2,0.083333333,1655
1/9/2006,2006,9,Other,CO,0.08872378,452.4912775
1/9/2006,2006,9,Other,NOx,0.081548222,852.9944056
1/9/2006,2006,9,Other,PM10,0.089033104,174.5048844
1/9/2006,2006,9,Other,PM25,0.088856049,120.8442261
1/9/2006,2006,9,Other,SO2,0.087214254,213.6749212
1/9/2006,2006,9,Power,CO,0.103180526,347.7183739
1/9/2006,2006,9,Power,NOx,0.103180552,4309.851654
1/9/2006,2006,9,Power,PM10,0.103180544,191.915811
1/9/2006,2006,9,Power,PM25,0.103180558,86.6716686
1/9/2006,2006,9,Power,SO2,0.10318054,6813.011032
1/9/2006,2006,9,Road-transport,CO,0.089195103,5235.752568
1/9/2006,2006,9,Road-transport,NOx,0.089756009,3195.313925
1/9/2006,2006,9,Road-transport,PM10,0.089815876,152.6869885
1/9/2006,2006,9,Road-transport,PM25,0.089815876,134.7238134
1/9/2006,2006,9,Road-transport,SO2,0.090273322,83.95418972
1/10/2006,2006,10,Non-road-transport,CO,0.083333333,1736.666667
1/10/2006,2006,10,Non-road-transport,NOx,0.083333333,3028.333333
1/10/2006,2006,10,Non-road-transport,PM10,0.083333333,199.1666667
1/10/2006,2006,10,Non-road-transport,PM25,0.083333333,185.8333333
1/10/2006,2006,10,Non-road-transport,SO2,0.083333333,1655
1/10/2006,2006,10,Other,CO,0.091470336,466.4987158
1/10/2006,2006,10,Other,NOx,0.090356524,945.1292432
1/10/2006,2006,10,Other,PM10,0.092030502,180.3797849
1/10/2006,2006,10,Other,PM25,0.091841047,124.9038239
1/10/2006,2006,10,Other,SO2,0.088312899,216.3666026
1/10/2006,2006,10,Power,CO,0.09118,307.2765985
1/10/2006,2006,10,Power,NOx,0.091180081,3808.591989
1/10/2006,2006,10,Power,PM10,0.091180061,169.594913
1/10/2006,2006,10,Power,PM25,0.091180051,76.59124309
1/10/2006,2006,10,Power,SO2,0.091180056,6020.619078
1/10/2006,2006,10,Road-transport,CO,0.092867325,5451.311961
1/10/2006,2006,10,Road-transport,NOx,0.094801336,3374.927555
1/10/2006,2006,10,Road-transport,PM10,0.094462316,160.5859375
1/10/2006,2006,10,Road-transport,PM25,0.094462316,141.6934743
1/10/2006,2006,10,Road-transport,SO2,0.095069209,88.4143641
1/11/2006,2006,11,Non-road-transport,CO,0.083333333,1736.666667
1/11/2006,2006,11,Non-road-transport,NOx,0.083333333,3028.333333
1/11/2006,2006,11,Non-road-transport,PM10,0.083333333,199.1666667
1/11/2006,2006,11,Non-road-transport,PM25,0.083333333,185.8333333
1/11/2006,2006,11,Non-road-transport,SO2,0.083333333,1655
1/11/2006,2006,11,Other,CO,0.091732911,467.8378459
1/11/2006,2006,11,Other,NOx,0.09339531,976.9149383
1/11/2006,2006,11,Other,PM10,0.093808225,183.8641203
1/11/2006,2006,11,Other,PM25,0.093846366,127.6310581
1/11/2006,2006,11,Other,SO2,0.092427433,226.4472118
1/11/2006,2006,11,Power,CO,0.090140123,303.772213
1/11/2006,2006,11,Power,NOx,0.090140156,3765.154317
1/11/2006,2006,11,Power,PM10,0.090140145,167.6606699
1/11/2006,2006,11,Power,PM25,0.090140133,75.71771209
1/11/2006,2006,11,Power,SO2,0.09014012,5951.952151
1/11/2006,2006,11,Road-transport,CO,0.094068859,5521.842028
1/11/2006,2006,11,Road-transport,NOx,0.099086625,3527.483849
1/11/2006,2006,11,Road-transport,PM10,0.097673812,166.0454805
1/11/2006,2006,11,Road-transport,PM25,0.097673812,146.5107181
1/11/2006,2006,11,Road-transport,SO2,0.098299635,91.41866097
1/12/2006,2006,12,Non-road-transport,CO,0.083333333,1736.666667
1/12/2006,2006,12,Non-road-transport,NOx,0.083333333,3028.333333
1/12/2006,2006,12,Non-road-transport,PM10,0.083333333,199.1666667
1/12/2006,2006,12,Non-road-transport,PM25,0.083333333,185.8333333
1/12/2006,2006,12,Non-road-transport,SO2,0.083333333,1655
