Date,Year,Month,Sector,Pollutant,Monthly_Ratio,EPD_Monthly_Tonnes
1/1/2001,2001,1,Non-road-transport,CO,0.083333333,3012.5
1/1/2001,2001,1,Non-road-transport,NOx,0.083333333,2935
1/1/2001,2001,1,Non-road-transport,PM10,0.083333333,216.6666667
1/1/2001,2001,1,Non-road-transport,PM25,0.083333333,201.6666667
1/1/2001,2001,1,Non-road-transport,SO2,0.083333333,2384.166667
1/1/2001,2001,1,Other,CO,0.064834978,333.9001349
1/1/2001,2001,1,Other,NOx,0.07306002,863.5694414
1/1/2001,2001,1,Other,PM10,0.064281264,143.9900314
1/1/2001,2001,1,Other,PM25,0.064331566,102.9305056
1/1/2001,2001,1,Other,SO2,0.072349864,196.0681304
1/1/2001,2001,1,Power,CO,0.073593613,207.5339899
1/1/2001,2001,1,Power,NOx,0.073593599,2820.106712
1/1/2001,2001,1,Power,PM10,0.07359361,119.9575851
1/1/2001,2001,1,Power,PM25,0.073593591,51.51551372
1/1/2001,2001,1,Power,SO2,0.073593597,4358.212822
1/1/2001,2001,1,Road-transport,CO,0.079323502,4362.792626
1/1/2001,2001,1,Road-transport,NOx,0.074138219,2950.701111
1/1/2001,2001,1,Road-transport,PM10,0.074773485,201.8884089
1/1/2001,2001,1,Road-transport,PM25,0.074773485,179.4563634
1/1/2001,2001,1,Road-transport,SO2,0.072651316,152.567764
1/2/2001,2001,2,Non-road-transport,CO,0.083333333,3012.5
1/2/2001,2001,2,Non-road-transport,NOx,0.083333333,2935
1/2/2001,2001,2,Non-road-transport,PM10,0.083333333,216.6666667
1/2/2001,2001,2,Non-road-transport,PM25,0.083333333,201.6666667
1/2/2001,2001,2,Non-road-transport,SO2,0.083333333,2384.166667
1/2/2001,2001,2,Other,CO,0.073827777,380.2130526
1/2/2001,2001,2,Other,NOx,0.073788589,872.1811274
1/2/2001,2001,2,Other,PM10,0.071494971,160.148735
1/2/2001,2001,2,Other,PM25,0.071734657,114.7754511
1/2/2001,2001,2,Other,SO2,0.072385758,196.1654035
1/2/2001,2001,2,Power,CO,0.06809077,192.0159706
1/2/2001,2001,2,Power,NOx,0.068090743,2609.23726
1/2/2001,2001,2,Power,PM10,0.068090771,110.987957
1/2/2001,2001,2,Power,PM25,0.068090758,47.66353029
1/2/2001,2001,2,Power,SO2,0.068090785,4032.336316
1/2/2001,2001,2,Road-transport,CO,0.076395965,4201.778097
1/2/2001,2001,2,Road-transport,NOx,0.066546374,2648.545705
1/2/2001,2001,2,Road-transport,PM10,0.070780194,191.1065227
1/2/2001,2001,2,Road-transport,PM25,0.070780194,169.8724646
1/2/2001,2001,2,Road-transport,SO2,0.069406741,145.754156
1/3/2001,2001,3,Non-road-transport,CO,0.083333333,3012.5
1/3/2001,2001,3,Non-road-transport,NOx,0.083333333,2935
1/3/2001,2001,3,Non-road-transport,PM10,0.083333333,216.6666667
1/3/2001,2001,3,Non-road-transport,PM25,0.083333333,201.6666667
1/3/2001,2001,3,Non-road-transport,SO2,0.083333333,2384.166667
1/3/2001,2001,3,Other,CO,0.077531083,399.2850793
1/3/2001,2001,3,Other,NOx,0.083785592,990.3456921
1/3/2001,2001,3,Other,PM10,0.078008328,174.7386536
1/3/2001,2001,3,Other,PM25,0.07784959,124.5593439
1/3/2001,2001,3,Other,SO2,0.080625734,218.4957396
1/3/2001,2001,3,Power,CO,0.080754354,227.7272787
1/3/2001,2001,3,Power,NOx,0.080754357,3094.506945
1/3/2001,2001,3,Power,PM10,0.08075434,131.6295746
1/3/2001,2001,3,Power,PM25,0.080754356,56.52804914
1/3/2001,2001,3,Power,SO2,0.080754391,4782.275023
1/3/2001,2001,3,Road-transport,CO,0.075987125,4179.291882
1/3/2001,2001,3,Road-transport,NOx,0.078048862,3106.344704
1/3/2001,2001,3,Road-transport,PM10,0.077034482,207.9931021
1/3/2001,2001,3,Road-transport,PM25,0.077034482,184.8827574
1/3/2001,2001,3,Road-transport,SO2,0.077209473,162.1398943
1/4/2001,2001,4,Non-road-transport,CO,0.083333333,3012.5
1/4/2001,2001,4,Non-road-transport,NOx,0.083333333,2935
1/4/2001,2001,4,Non-road-transport,PM10,0.083333333,216.6666667
1/4/2001,2001,4,Non-road-transport,PM25,0.083333333,201.6666667
1/4/2001,2001,4,Non-road-transport,SO2,0.083333333,2384.166667
1/4/2001,2001,4,Other,CO,0.081507232,419.7622453
1/4/2001,2001,4,Other,NOx,0.083329689,984.9569258
1/4/2001,2001,4,Other,PM10,0.08054069,180.4111457
1/4/2001,2001,4,Other,PM25,0.080734235,129.1747768
1/4/2001,2001,4,Other,SO2,0.084305963,228.4691587
1/4/2001,2001,4,Power,CO,0.082086987,231.4853047
1/4/2001,2001,4,Power,NOx,0.082087026,3145.574842
1/4/2001,2001,4,Power,PM10,0.082087022,133.8018458
1/4/2001,2001,4,Power,PM25,0.082086997,57.46089772
1/4/2001,2001,4,Power,SO2,0.082087023,4861.193484
1/4/2001,2001,4,Road-transport,CO,0.07063005,3884.652773
1/4/2001,2001,4,Road-transport,NOx,0.071740169,2855.258708
1/4/2001,2001,4,Road-transport,PM10,0.070942364,191.5443836
1/4/2001,2001,4,Road-transport,PM25,0.070942364,170.2616743
1/4/2001,2001,4,Road-transport,SO2,0.070815657,148.7128803
1/5/2001,2001,5,Non-road-transport,CO,0.083333333,3012.5
1/5/2001,2001,5,Non-road-transport,NOx,0.083333333,2935
1/5/2001,2001,5,Non-road-transport,PM10,0.083333333,216.6666667
1/5/2001,2001,5,Non-road-transport,PM25,0.083333333,201.6666667
1/5/2001,2001,5,Non-road-transport,SO2,0.083333333,2384.166667
1/5/2001,2001,5,Other,CO,0.080123058,412.6337463
1/5/2001,2001,5,Other,NOx,0.078377767,926.4252022
1/5/2001,2001,5,Other,PM10,0.079647013,178.4093097
1/5/2001,2001,5,Other,PM25,0.080088629,128.1418058
1/5/2001,2001,5,Other,SO2,0.079838097,216.3612419
1/5/2001,2001,5,Power,CO,0.082354747,232.2403879
1/5/2001,2001,5,Power,NOx,0.082354655,3155.830369
1/5/2001,2001,5,Power,PM10,0.082354713,134.2381825
1/5/2001,2001,5,Power,PM25,0.082354714,57.64829976
1/5/2001,2001,5,Power,SO2,0.082354709,4877.045848
1/5/2001,2001,5,Road-transport,CO,0.080969617,4453.328957
1/5/2001,2001,5,Road-transport,NOx,0.078828253,3137.364482
1/5/2001,2001,5,Road-transport,PM10,0.079847766,215.5889693
1/5/2001,2001,5,Road-transport,PM25,0.079847766,191.6346393
1/5/2001,2001,5,Road-transport,SO2,0.079636151,167.2359174
1/6/2001,2001,6,Non-road-transport,CO,0.083333333,3012.5
1/6/2001,2001,6,Non-road-transport,NOx,0.083333333,2935
1/6/2001,2001,6,Non-road-transport,PM10,0.083333333,216.6666667
1/6/2001,2001,6,Non-road-transport,PM25,0.083333333,201.6666667
1/6/2001,2001,6,Non-road-transport,SO2,0.083333333,2384.166667
1/6/2001,2001,6,Other,CO,0.086005782,442.9297783
1/6/2001,2001,6,Other,NOx,0.08288271,979.6736377
1/6/2001,2001,6,Other,PM10,0.08529823,191.0680345
1/6/2001,2001,6,Other,PM25,0.08567143,137.0742882
1/6/2001,2001,6,Other,SO2,0.083551946,226.4257741
1/6/2001,2001,6,Power,CO,0.080368059,226.6379264
1/6/2001,2001,6,Power,NOx,0.08036807,3079.704436
1/6/2001,2001,6,Power,PM10,0.080368062,130.9999419
1/6/2001,2001,6,Power,PM25,0.08036806,56.25764176
1/6/2001,2001,6,Power,SO2,0.080368076,4759.397471
1/6/2001,2001,6,Road-transport,CO,0.081142091,4462.814999
1/6/2001,2001,6,Road-transport,NOx,0.080079583,3187.1674
1/6/2001,2001,6,Road-transport,PM10,0.080631636,217.705416
1/6/2001,2001,6,Road-transport,PM25,0.080631636,193.5159254
1/6/2001,2001,6,Road-transport,SO2,0.080567188,169.1910939
1/7/2001,2001,7,Non-road-transport,CO,0.083333333,3012.5
1/7/2001,2001,7,Non-road-transport,NOx,0.083333333,2935
1/7/2001,2001,7,Non-road-transport,PM10,0.083333333,216.6666667
1/7/2001,2001,7,Non-road-transport,PM25,0.083333333,201.6666667
1/7/2001,2001,7,Non-road-transport,SO2,0.083333333,2384.166667
1/7/2001,2001,7,Other,CO,0.08503053,437.907228
1/7/2001,2001,7,Other,NOx,0.08115628,959.2672239
1/7/2001,2001,7,Other,PM10,0.085618585,191.78563
1/7/2001,2001,7,Other,PM25,0.085806909,137.291054
1/7/2001,2001,7,Other,SO2,0.082228702,222.8397829
1/7/2001,2001,7,Power,CO,0.089417602,252.1576366
1/7/2001,2001,7,Power,NOx,0.089417612,3426.482905
1/7/2001,2001,7,Power,PM10,0.089417622,145.7507244
1/7/2001,2001,7,Power,PM25,0.089417637,62.59234582
1/7/2001,2001,7,Power,SO2,0.089417638,5295.312545
1/7/2001,2001,7,Road-transport,CO,0.083104694,4570.758182
1/7/2001,2001,7,Road-transport,NOx,0.081124291,3228.746776
1/7/2001,2001,7,Road-transport,PM10,0.081976971,221.3378207
1/7/2001,2001,7,Road-transport,PM25,0.081976971,196.7447295
1/7/2001,2001,7,Road-transport,SO2,0.081702085,171.5743788
1/8/2001,2001,8,Non-road-transport,CO,0.083333333,3012.5
1/8/2001,2001,8,Non-road-transport,NOx,0.083333333,2935
1/8/2001,2001,8,Non-road-transport,PM10,0.083333333,216.6666667
1/8/2001,2001,8,Non-road-transport,PM25,0.083333333,201.6666667
1/8/2001,2001,8,Non-road-transport,SO2,0.083333333,2384.166667
1/8/2001,2001,8,Other,CO,0.083110784,428.0205371
1/8/2001,2001,8,Other,NOx,0.079273143,937.0085452
1/8/2001,2001,8,Other,PM10,0.083035536,185.9996008
1/8/2001,2001,8,Other,PM25,0.083374941,133.3999056
1/8/2001,2001,8,Other,SO2,0.080772303,218.89294
1/8/2001,2001,8,Power,CO,0.090044519,253.9255445
1/8/2001,2001,8,Power,NOx,0.09004456,3450.507534
1/8/2001,2001,8,Power,PM10,0.090044506,146.7725449
1/8/2001,2001,8,Power,PM25,0.090044514,63.03115963
1/8/2001,2001,8,Power,SO2,0.090044495,5332.435
1/8/2001,2001,8,Road-transport,CO,0.08520069,4686.037923
1/8/2001,2001,8,Road-transport,NOx,0.082458287,3281.839832
1/8/2001,2001,8,Road-transport,PM10,0.083724553,226.0562923
1/8/2001,2001,8,Road-transport,PM25,0.083724553,200.9389265
1/8/2001,2001,8,Road-transport,SO2,0.083418945,175.1797841
1/9/2001,2001,9,Non-road-transport,CO,0.083333333,3012.5
1/9/2001,2001,9,Non-road-transport,NOx,0.083333333,2935
1/9/2001,2001,9,Non-road-transport,PM10,0.083333333,216.6666667
1/9/2001,2001,9,Non-road-transport,PM25,0.083333333,201.6666667
1/9/2001,2001,9,Non-road-transport,SO2,0.083333333,2384.166667
1/9/2001,2001,9,Other,CO,0.08839454,455.2318815
1/9/2001,2001,9,Other,NOx,0.083056316,981.7256507
1/9/2001,2001,9,Other,PM10,0.087997047,197.1133848
1/9/2001,2001,9,Other,PM25,0.087979055,140.7664877
1/9/2001,2001,9,Other,SO2,0.084416308,228.7681947
1/9/2001,2001,9,Power,CO,0.09004492,253.9266757
1/9/2001,2001,9,Power,NOx,0.090044942,3450.52219
1/9/2001,2001,9,Power,PM10,0.090044896,146.7731803
1/9/2001,2001,9,Power,PM25,0.090044895,63.03142642
1/9/2001,2001,9,Power,SO2,0.090044889,5332.458333
1/9/2001,2001,9,Road-transport,CO,0.089068147,4898.74809
1/9/2001,2001,9,Road-transport,NOx,0.089410639,3558.543429
1/9/2001,2001,9,Road-transport,PM10,0.089643591,242.0376948
1/9/2001,2001,9,Road-transport,PM25,0.089643591,215.1446176
1/9/2001,2001,9,Road-transport,SO2,0.090025139,189.0527917
1/10/2001,2001,10,Non-road-transport,CO,0.083333333,3012.5
1/10/2001,2001,10,Non-road-transport,NOx,0.083333333,2935
1/10/2001,2001,10,Non-road-transport,PM10,0.083333333,216.6666667
1/10/2001,2001,10,Non-road-transport,PM25,0.083333333,201.6666667
1/10/2001,2001,10,Non-road-transport,SO2,0.083333333,2384.166667
1/10/2001,2001,10,Other,CO,0.090777069,467.5019032
1/10/2001,2001,10,Other,NOx,0.088072559,1041.017643
1/10/2001,2001,10,Other,PM10,0.090831564,203.4627027
1/10/2001,2001,10,Other,PM25,0.090762062,145.2192989
1/10/2001,2001,10,Other,SO2,0.087318695,236.6336622
1/10/2001,2001,10,Power,CO,0.085661372,241.5650703
1/10/2001,2001,10,Power,NOx,0.085661405,3282.545058
1/10/2001,2001,10,Power,PM10,0.085661397,139.6280768
1/10/2001,2001,10,Power,PM25,0.085661412,59.96298852
1/10/2001,2001,10,Power,SO2,0.085661375,5072.866646
1/10/2001,2001,10,Road-transport,CO,0.092785743,5103.215862
1/10/2001,2001,10,Road-transport,NOx,0.094473046,3760.027225
1/10/2001,2001,10,Road-transport,PM10,0.094255057,254.4886548
1/10/2001,2001,10,Road-transport,PM25,0.094255057,226.2121376
1/10/2001,2001,10,Road-transport,SO2,0.094935694,199.3649573
1/11/2001,2001,11,Non-road-transport,CO,0.083333333,3012.5
1/11/2001,2001,11,Non-road-transport,NOx,0.083333333,2935
1/11/2001,2001,11,Non-road-transport,PM10,0.083333333,216.6666667
1/11/2001,2001,11,Non-road-transport,PM25,0.083333333,201.6666667
1/11/2001,2001,11,Non-road-transport,SO2,0.083333333,2384.166667
1/11/2001,2001,11,Other,CO,0.090216003,464.612415
1/11/2001,2001,11,Other,NOx,0.092187098,1089.651503
1/11/2001,2001,11,Other,PM10,0.09124836,204.3963266
1/11/2001,2001,11,Other,PM25,0.090975861,145.5613777
1/11/2001,2001,11,Other,SO2,0.091597199,248.2284084
1/11/2001,2001,11,Power,CO,0.086531435,244.0186465
1/11/2001,2001,11,Power,NOx,0.086531415,3315.883823
1/11/2001,2001,11,Power,PM10,0.086531435,141.0462388
1/11/2001,2001,11,Power,PM25,0.086531419,60.57199298
1/11/2001,2001,11,Power,SO2,0.086531425,5124.390991
1/11/2001,2001,11,Road-transport,CO,0.094205387,5181.296259
1/11/2001,2001,11,Road-transport,NOx,0.099078103,3943.308503
1/11/2001,2001,11,Road-transport,PM10,0.097514114,263.2881069
1/11/2001,2001,11,Road-transport,PM25,0.097514114,234.0338728
1/11/2001,2001,11,Road-transport,SO2,0.098659337,207.1846074
1/12/2001,2001,12,Non-road-transport,CO,0.083333333,3012.5
1/12/2001,2001,12,Non-road-transport,NOx,0.083333333,2935
1/12/2001,2001,12,Non-road-transport,PM10,0.083333333,216.6666667
1/12/2001,2001,12,Non-road-transport,PM25,0.083333333,201.6666667
1/12/2001,2001,12,Non-road-transport,SO2,0.083333333,2384.166667
1/12/2001,2001,12,Other,CO,0.098641165,508.0019983
1/12/2001,2001,12,Other,NOx,0.101030237,1194.177407
1/12/2001,2001,12,Other,PM10,0.101998413,228.4764453
1/12/2001,2001,12,Other,PM25,0.100691065,161.1057047
1/12/2001,2001,12,Other,SO2,0.100609433,272.6515635
1/12/2001,2001,12,Power,CO,0.09105162,256.7655683
1/12/2001,2001,12,Power,NOx,0.091051616,3489.097925
1/12/2001,2001,12,Power,PM10,0.091051624,148.4141479
1/12/2001,2001,12,Power,PM25,0.091051649,63.73615423
1/12/2001,2001,12,Power,SO2,0.091051596,5392.075521
1/12/2001,2001,12,Road-transport,CO,0.091186988,5015.284348
1/12/2001,2001,12,Road-transport,NOx,0.104074174,4142.152125
1/12/2001,2001,12,Road-transport,PM10,0.098875788,266.9646281
1/12/2001,2001,12,Road-transport,PM25,0.098875788,237.3018917
1/12/2001,2001,12,Road-transport,SO2,0.100972274,212.0417748
1/1/2002,2002,1,Non-road-transport,CO,0.083333333,2645.833333
1/1/2002,2002,1,Non-road-transport,NOx,0.083333333,2899.166667
1/1/2002,2002,1,Non-road-transport,PM10,0.083333333,205
1/1/2002,2002,1,Non-road-transport,PM25,0.083333333,191.6666667
1/1/2002,2002,1,Non-road-transport,SO2,0.083333333,2088.333333
1/1/2002,2002,1,Other,CO,0.070855299,253.6619688
1/1/2002,2002,1,Other,NOx,0.079114799,814.8824327
1/1/2002,2002,1,Other,PM10,0.071600414,153.9408911
1/1/2002,2002,1,Other,PM25,0.071284047,109.0645925
1/1/2002,2002,1,Other,SO2,0.07810617,206.9813517
1/1/2002,2002,1,Power,CO,0.074360178,204.4904886
1/1/2002,2002,1,Power,NOx,0.074360179,2974.40716
1/1/2002,2002,1,Power,PM10,0.074360184,134.5919326
1/1/2002,2002,1,Power,PM25,0.074360212,58.00096517
1/1/2002,2002,1,Power,SO2,0.074360186,4471.277978
1/1/2002,2002,1,Road-transport,CO,0.079321351,4386.470736
1/1/2002,2002,1,Road-transport,NOx,0.073999939,2848.997648
1/1/2002,2002,1,Road-transport,PM10,0.0749247,187.3117506
1/1/2002,2002,1,Road-transport,PM25,0.0749247,172.3268106
1/1/2002,2002,1,Road-transport,SO2,0.072489639,72.48963894
1/2/2002,2002,2,Non-road-transport,CO,0.083333333,2645.833333
1/2/2002,2002,2,Non-road-transport,NOx,0.083333333,2899.166667
1/2/2002,2002,2,Non-road-transport,PM10,0.083333333,205
1/2/2002,2002,2,Non-road-transport,PM25,0.083333333,191.6666667
1/2/2002,2002,2,Non-road-transport,SO2,0.083333333,2088.333333
1/2/2002,2002,2,Other,CO,0.066657848,238.6350955
1/2/2002,2002,2,Other,NOx,0.072331013,745.0094335
1/2/2002,2002,2,Other,PM10,0.065315261,140.4278121
1/2/2002,2002,2,Other,PM25,0.065483722,100.1900951
1/2/2002,2002,2,Other,SO2,0.071344216,189.0621711
1/2/2002,2002,2,Power,CO,0.074432077,204.6882129
1/2/2002,2002,2,Power,NOx,0.074432059,2977.282362
1/2/2002,2002,2,Power,PM10,0.074432067,134.7220419
1/2/2002,2002,2,Power,PM25,0.074432054,58.0570023
1/2/2002,2002,2,Power,SO2,0.07443205,4475.59914
1/2/2002,2002,2,Road-transport,CO,0.076848476,4249.720702
1/2/2002,2002,2,Road-transport,NOx,0.066925968,2576.649763
1/2/2002,2002,2,Road-transport,PM10,0.07139039,178.4759741
1/2/2002,2002,2,Road-transport,PM25,0.07139039,164.1978961
1/2/2002,2002,2,Road-transport,SO2,0.069762164,69.76216426
1/3/2002,2002,3,Non-road-transport,CO,0.083333333,2645.833333
1/3/2002,2002,3,Non-road-transport,NOx,0.083333333,2899.166667
1/3/2002,2002,3,Non-road-transport,PM10,0.083333333,205
1/3/2002,2002,3,Non-road-transport,PM25,0.083333333,191.6666667
1/3/2002,2002,3,Non-road-transport,SO2,0.083333333,2088.333333
1/3/2002,2002,3,Other,CO,0.077760776,278.3835778
1/3/2002,2002,3,Other,NOx,0.082160944,846.2577282
1/3/2002,2002,3,Other,PM10,0.078616325,169.0250985
1/3/2002,2002,3,Other,PM25,0.078510597,120.1212139
1/3/2002,2002,3,Other,SO2,0.079936986,211.8330119
1/3/2002,2002,3,Power,CO,0.074503945,204.8858475
1/3/2002,2002,3,Power,NOx,0.074503921,2980.156826
1/3/2002,2002,3,Power,PM10,0.074503929,134.8521111
1/3/2002,2002,3,Power,PM25,0.07450393,58.11306543
1/3/2002,2002,3,Power,SO2,0.074503933,4479.921504
1/3/2002,2002,3,Road-transport,CO,0.075873062,4195.780333
1/3/2002,2002,3,Road-transport,NOx,0.077942213,3000.775195
1/3/2002,2002,3,Road-transport,PM10,0.076893077,192.2326916
1/3/2002,2002,3,Road-transport,PM25,0.076893077,176.8540763
1/3/2002,2002,3,Road-transport,SO2,0.077107029,77.10702931
1/4/2002,2002,4,Non-road-transport,CO,0.083333333,2645.833333
1/4/2002,2002,4,Non-road-transport,NOx,0.083333333,2899.166667
1/4/2002,2002,4,Non-road-transport,PM10,0.083333333,205
1/4/2002,2002,4,Non-road-transport,PM25,0.083333333,191.6666667
1/4/2002,2002,4,Non-road-transport,SO2,0.083333333,2088.333333
1/4/2002,2002,4,Other,CO,0.08182723,292.9414817
1/4/2002,2002,4,Other,NOx,0.080641342,830.6058221
1/4/2002,2002,4,Other,PM10,0.079828951,171.632245
1/4/2002,2002,4,Other,PM25,0.080260973,122.7992892
1/4/2002,2002,4,Other,SO2,0.082639753,218.9953463
1/4/2002,2002,4,Power,CO,0.086493892,237.8582021
1/4/2002,2002,4,Power,NOx,0.086493874,3459.754979
1/4/2002,2002,4,Power,PM10,0.08649388,156.5539223
1/4/2002,2002,4,Power,PM25,0.086493874,67.46522201
1/4/2002,2002,4,Power,SO2,0.086493903,5200.878406
1/4/2002,2002,4,Road-transport,CO,0.070530693,3900.347329
1/4/2002,2002,4,Road-transport,NOx,0.071629367,2757.730636
1/4/2002,2002,4,Road-transport,PM10,0.070839375,177.0984372
1/4/2002,2002,4,Road-transport,PM25,0.070839375,162.9305622
1/4/2002,2002,4,Road-transport,SO2,0.07070542,70.70541976
1/5/2002,2002,5,Non-road-transport,CO,0.083333333,2645.833333
1/5/2002,2002,5,Non-road-transport,NOx,0.083333333,2899.166667
1/5/2002,2002,5,Non-road-transport,PM10,0.083333333,205
1/5/2002,2002,5,Non-road-transport,PM25,0.083333333,191.6666667
1/5/2002,2002,5,Non-road-transport,SO2,0.083333333,2088.333333
1/5/2002,2002,5,Other,CO,0.081567657,292.0122113
1/5/2002,2002,5,Other,NOx,0.079765192,821.5814827
1/5/2002,2002,5,Other,PM10,0.080247232,172.5315499
1/5/2002,2002,5,Other,PM25,0.080736274,123.5264997
1/5/2002,2002,5,Other,SO2,0.081212359,215.2127523
1/5/2002,2002,5,Power,CO,0.091459915,251.5147669
1/5/2002,2002,5,Power,NOx,0.091459931,3658.397231
1/5/2002,2002,5,Power,PM10,0.091459913,165.5424425
1/5/2002,2002,5,Power,PM25,0.09145993,71.33874578
1/5/2002,2002,5,Power,SO2,0.091459956,5499.487129
1/5/2002,2002,5,Road-transport,CO,0.081082936,4483.886346
1/5/2002,2002,5,Road-transport,NOx,0.078931795,3038.874101
1/5/2002,2002,5,Road-transport,PM10,0.079991018,199.9775444
1/5/2002,2002,5,Road-transport,PM25,0.079991018,183.9793409
1/5/2002,2002,5,Road-transport,SO2,0.079735113,79.73511308
1/6/2002,2002,6,Non-road-transport,CO,0.083333333,2645.833333
1/6/2002,2002,6,Non-road-transport,NOx,0.083333333,2899.166667
1/6/2002,2002,6,Non-road-transport,PM10,0.083333333,205
1/6/2002,2002,6,Non-road-transport,PM25,0.083333333,191.6666667
1/6/2002,2002,6,Non-road-transport,SO2,0.083333333,2088.333333
1/6/2002,2002,6,Other,CO,0.082659317,295.9203562
1/6/2002,2002,6,Other,NOx,0.082728724,852.1058537
1/6/2002,2002,6,Other,PM10,0.083344225,179.1900831
1/6/2002,2002,6,Other,PM25,0.083508047,127.7673122
1/6/2002,2002,6,Other,SO2,0.083273749,220.675434
1/6/2002,2002,6,Power,CO,0.096712951,265.9606143
1/6/2002,2002,6,Power,NOx,0.09671297,3868.518799
1/6/2002,2002,6,Power,PM10,0.096712925,175.0503945
1/6/2002,2002,6,Power,PM25,0.096712933,75.43608803
1/6/2002,2002,6,Power,SO2,0.096712944,5815.349332
1/6/2002,2002,6,Road-transport,CO,0.081205293,4490.652727
1/6/2002,2002,6,Road-transport,NOx,0.080140751,3085.418925
1/6/2002,2002,6,Road-transport,PM10,0.080707644,201.7691096
1/6/2002,2002,6,Road-transport,PM25,0.080707644,185.6275809
1/6/2002,2002,6,Road-transport,SO2,0.080626394,80.62639407
1/7/2002,2002,7,Non-road-transport,CO,0.083333333,2645.833333
1/7/2002,2002,7,Non-road-transport,NOx,0.083333333,2899.166667
1/7/2002,2002,7,Non-road-transport,PM10,0.083333333,205
1/7/2002,2002,7,Non-road-transport,PM25,0.083333333,191.6666667
1/7/2002,2002,7,Non-road-transport,SO2,0.083333333,2088.333333
1/7/2002,2002,7,Other,CO,0.083717236,299.7077046
1/7/2002,2002,7,Other,NOx,0.08127491,837.1315756
1/7/2002,2002,7,Other,PM10,0.083860179,180.2993839
1/7/2002,2002,7,Other,PM25,0.083935635,128.4215208
1/7/2002,2002,7,Other,SO2,0.081944356,217.1525444
1/7/2002,2002,7,Power,CO,0.091617982,251.9494495
1/7/2002,2002,7,Power,NOx,0.091617948,3664.71794
1/7/2002,2002,7,Power,PM10,0.091617988,165.828558
1/7/2002,2002,7,Power,PM25,0.091617982,71.46202605
1/7/2002,2002,7,Power,SO2,0.091617946,5508.987081
1/7/2002,2002,7,Road-transport,CO,0.0831959,4600.733268
1/7/2002,2002,7,Road-transport,NOx,0.081200898,3126.234572
1/7/2002,2002,7,Road-transport,PM10,0.082099822,205.2495546
1/7/2002,2002,7,Road-transport,PM25,0.082099822,188.8295902
1/7/2002,2002,7,Road-transport,SO2,0.08177384,81.77384031
1/8/2002,2002,8,Non-road-transport,CO,0.083333333,2645.833333
1/8/2002,2002,8,Non-road-transport,NOx,0.083333333,2899.166667
1/8/2002,2002,8,Non-road-transport,PM10,0.083333333,205
1/8/2002,2002,8,Non-road-transport,PM25,0.083333333,191.6666667
1/8/2002,2002,8,Non-road-transport,SO2,0.083333333,2088.333333
1/8/2002,2002,8,Other,CO,0.084046043,300.8848356
1/8/2002,2002,8,Other,NOx,0.080399632,828.1162092
1/8/2002,2002,8,Other,PM10,0.082681049,177.7642557
1/8/2002,2002,8,Other,PM25,0.082843048,126.7498638
1/8/2002,2002,8,Other,SO2,0.081298642,215.4414023
1/8/2002,2002,8,Power,CO,0.086522952,237.9381183
1/8/2002,2002,8,Power,NOx,0.086522986,3460.919442
1/8/2002,2002,8,Power,PM10,0.086523006,156.6066412
1/8/2002,2002,8,Power,PM25,0.086522997,67.48793729
1/8/2002,2002,8,Power,SO2,0.086522968,5202.626049
1/8/2002,2002,8,Road-transport,CO,0.085339883,4719.295533
1/8/2002,2002,8,Road-transport,NOx,0.082582533,3179.427505
1/8/2002,2002,8,Road-transport,PM10,0.083903803,209.7595065
1/8/2002,2002,8,Road-transport,PM25,0.083903803,192.978746
1/8/2002,2002,8,Road-transport,SO2,0.083537046,83.53704635
1/9/2002,2002,9,Non-road-transport,CO,0.083333333,2645.833333
1/9/2002,2002,9,Non-road-transport,NOx,0.083333333,2899.166667
1/9/2002,2002,9,Non-road-transport,PM10,0.083333333,205
1/9/2002,2002,9,Non-road-transport,PM25,0.083333333,191.6666667
1/9/2002,2002,9,Non-road-transport,SO2,0.083333333,2088.333333
1/9/2002,2002,9,Other,CO,0.087611634,313.6496485
1/9/2002,2002,9,Other,NOx,0.079921627,823.1927566
1/9/2002,2002,9,Other,PM10,0.086008343,184.9179365
1/9/2002,2002,9,Other,PM25,0.086090643,131.7186844
1/9/2002,2002,9,Other,SO2,0.081434216,215.8006724
1/9/2002,2002,9,Power,CO,0.089175432,245.2324377
1/9/2002,2002,9,Power,NOx,0.08917549,3567.019613
1/9/2002,2002,9,Power,PM10,0.089175449,161.407562
1/9/2002,2002,9,Power,PM25,0.089175458,69.55685737
1/9/2002,2002,9,Power,SO2,0.089175471,5362.121072
1/9/2002,2002,9,Road-transport,CO,0.089109763,4927.769912
1/9/2002,2002,9,Road-transport,NOx,0.089478089,3444.906442
1/9/2002,2002,9,Road-transport,PM10,0.089662931,224.1573268
1/9/2002,2002,9,Road-transport,PM25,0.089662931,206.2247407
1/9/2002,2002,9,Road-transport,SO2,0.090096001,90.0960005
1/10/2002,2002,10,Non-road-transport,CO,0.083333333,2645.833333
1/10/2002,2002,10,Non-road-transport,NOx,0.083333333,2899.166667
1/10/2002,2002,10,Non-road-transport,PM10,0.083333333,205
1/10/2002,2002,10,Non-road-transport,PM25,0.083333333,191.6666667
1/10/2002,2002,10,Non-road-transport,SO2,0.083333333,2088.333333
1/10/2002,2002,10,Other,CO,0.090069961,322.4504606
1/10/2002,2002,10,Other,NOx,0.087595744,902.2361649
1/10/2002,2002,10,Other,PM10,0.091027548,195.7092291
