DATE,NOx,PM10,SO2,Year,Month,Day,DayOfWeek,Pressure_t,Temp_t,RH_t,Rainfall_t,WindDir_t,WindSp_t,Favorable,ln_PRD_NOx,ln_PRD_PM10,ln_PRD_SO2,ln_NOx,ln_PM10,ln_SO2,ln_PRD_NOx_lag1,ln_PRD_PM10_lag1,ln_PRD_SO2_lag1,Post2013,month_year
2008-03-12,108.0,51.0,15.0,2008,3,12,2,1016.4,20.4,80,0.0,50.0,19.8,1,7.916811501137364,7.39959717567452,7.738608629675699,4.68213122712422,3.9318256327243257,2.70805020110221,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-13,156.0,52.0,25.0,2008,3,13,3,1015.3,21.1,82,0.05,10.0,13.8,0,7.916811501137364,7.39959717567452,7.738608629675699,5.049856007249537,3.9512437185814275,3.2188758248682006,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-14,137.0,69.0,22.0,2008,3,14,4,1015.7,21.5,77,0.05,70.0,17.9,0,7.916811501137364,7.39959717567452,7.738608629675699,4.919980925828125,4.23410650459726,3.091042453358316,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-15,96.0,74.0,17.0,2008,3,15,5,1016.4,20.1,65,0.0,70.0,26.8,0,7.916811501137364,7.39959717567452,7.738608629675699,4.564348191467836,4.30406509320417,2.833213344056216,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-16,109.0,67.0,28.0,2008,3,16,6,1014.1,20.9,78,0.0,20.0,13.2,0,7.916811501137364,7.39959717567452,7.738608629675699,4.6913478822291435,4.204692619390966,3.332204510175204,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-17,117.0,60.0,13.0,2008,3,17,0,1011.9,21.5,87,0.0,70.0,13.2,0,7.916811501137364,7.39959717567452,7.738608629675699,4.762173934797756,4.0943445622221,2.5649493574615367,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-18,166.0,64.0,23.0,2008,3,18,1,1011.7,21.7,88,0.05,90.0,12.1,0,7.916811501137364,7.39959717567452,7.738608629675699,5.111987788356544,4.1588830833596715,3.1354942159291497,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-19,241.0,93.0,36.0,2008,3,19,2,1013.3,23.0,80,0.0,70.0,17.3,0,7.916811501137364,7.39959717567452,7.738608629675699,5.484796933490655,4.532599493153256,3.58351893845611,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-20,59.0,76.0,9.0,2008,3,20,3,1014.9,20.0,77,0.05,70.0,37.0,0,7.916811501137364,7.39959717567452,7.738608629675699,4.07753744390572,4.330733340286331,2.1972245773362196,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-21,59.0,121.0,13.0,2008,3,21,4,1013.8,19.9,84,0.05,60.0,30.7,1,7.916811501137364,7.39959717567452,7.738608629675699,4.07753744390572,4.795790545596741,2.5649493574615367,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-22,146.0,74.0,20.0,2008,3,22,5,1011.5,20.1,93,28.0,60.0,13.6,0,7.916811501137364,7.39959717567452,7.738608629675699,4.983606621708336,4.30406509320417,2.995732273553991,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-23,98.0,33.0,16.0,2008,3,23,6,1014.5,19.1,77,0.05,340.0,21.1,1,7.916811501137364,7.39959717567452,7.738608629675699,4.584967478670572,3.4965075614664802,2.772588722239781,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-24,96.0,65.0,19.0,2008,3,24,0,1016.5,20.7,66,0.0,70.0,20.1,0,7.916811501137364,7.39959717567452,7.738608629675699,4.564348191467836,4.174387269895637,2.9444389791664403,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-25,110.0,103.0,22.0,2008,3,25,1,1015.5,19.3,76,0.05,50.0,19.5,1,7.916811501137364,7.39959717567452,7.738608629675699,4.700480365792417,4.634728988229636,3.091042453358316,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-26,139.0,64.0,14.0,2008,3,26,2,1014.0,17.8,84,10.7,350.0,12.9,0,7.916811501137364,7.39959717567452,7.738608629675699,4.9344739331306915,4.1588830833596715,2.6390573296152584,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-27,141.0,71.0,18.0,2008,3,27,3,1013.1,20.0,81,0.0,10.0,12.8,0,7.916811501137364,7.39959717567452,7.738608629675699,4.948759890378168,4.2626798770413155,2.8903717578961645,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-28,91.0,45.0,7.0,2008,3,28,4,1011.5,22.1,93,13.8,80.0,18.3,0,7.916811501137364,7.39959717567452,7.738608629675699,4.51085950651685,3.8066624897703196,1.9459101490553132,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-29,105.0,42.0,16.5,2008,3,29,5,1011.5,24.1,86,0.0,100.0,7.3,0,7.916811501137364,7.39959717567452,7.738608629675699,4.653960350157523,3.7376696182833684,2.803360380906535,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-30,157.0,51.0,20.0,2008,3,30,6,1010.7,23.8,89,0.05,30.0,5.0,0,7.916811501137364,7.39959717567452,7.738608629675699,5.056245805348308,3.9318256327243257,2.995732273553991,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-03-31,78.0,30.0,14.5,2008,3,31,0,1013.6,19.0,96,4.7,60.0,38.3,1,7.916811501137364,7.39959717567452,7.738608629675699,4.356708826689592,3.4011973816621555,2.6741486494265287,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_3
2008-04-01,55.0,31.0,8.5,2008,4,1,1,1016.4,17.0,96,4.3,60.0,42.2,1,7.881217914975617,7.404266458188417,7.669592522965077,4.007333185232471,3.4339872044851463,2.1400661634962708,7.916811501137364,7.39959717567452,7.738608629675699,0,2008_4
2008-04-02,115.0,43.0,13.0,2008,4,2,2,1016.3,18.4,94,0.7,50.0,22.0,1,7.881217914975617,7.404266458188417,7.669592522965077,4.74493212836325,3.7612001156935624,2.5649493574615367,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-03,125.0,29.0,10.0,2008,4,3,3,1015.1,18.6,97,1.4,60.0,22.5,1,7.881217914975617,7.404266458188417,7.669592522965077,4.8283137373023015,3.367295829986474,2.302585092994046,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-04,66.0,43.5,8.0,2008,4,4,4,1014.8,20.3,94,0.9,30.0,22.3,1,7.881217914975617,7.404266458188417,7.669592522965077,4.189654742026425,3.7727609380946383,2.0794415416798357,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-05,97.0,40.0,9.0,2008,4,5,5,1016.2,22.6,89,0.05,30.0,12.8,0,7.881217914975617,7.404266458188417,7.669592522965077,4.574710978503383,3.6888794541139363,2.1972245773362196,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-06,164.0,50.0,36.0,2008,4,6,6,1014.3,23.7,83,0.0,230.0,10.3,0,7.881217914975617,7.404266458188417,7.669592522965077,5.099866427824199,3.912023005428146,3.58351893845611,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-07,105.0,38.0,29.0,2008,4,7,0,1010.9,25.4,82,0.0,210.0,13.9,0,7.881217914975617,7.404266458188417,7.669592522965077,4.653960350157523,3.6375861597263857,3.367295829986474,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-08,60.0,25.0,12.0,2008,4,8,1,1007.5,26.4,80,0.0,190.0,22.3,0,7.881217914975617,7.404266458188417,7.669592522965077,4.0943445622221,3.2188758248682006,2.4849066497880004,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-09,83.0,32.0,17.0,2008,4,9,2,1008.0,26.3,83,0.05,190.0,15.3,0,7.881217914975617,7.404266458188417,7.669592522965077,4.418840607796598,3.4657359027997265,2.833213344056216,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-10,113.0,31.0,23.0,2008,4,10,3,1009.2,26.1,87,0.05,170.0,9.2,0,7.881217914975617,7.404266458188417,7.669592522965077,4.727387818712341,3.4339872044851463,3.1354942159291497,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-11,78.0,48.0,9.0,2008,4,11,4,1010.6,23.3,89,0.05,30.0,22.5,1,7.881217914975617,7.404266458188417,7.669592522965077,4.356708826689592,3.871201010907891,2.1972245773362196,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-12,72.0,55.5,8.0,2008,4,12,5,1012.1,22.7,93,0.05,70.0,22.3,0,7.881217914975617,7.404266458188417,7.669592522965077,4.276666119016055,4.0163830207523885,2.0794415416798357,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-13,76.0,32.0,10.0,2008,4,13,6,1012.4,22.5,94,1.3,70.0,22.3,0,7.881217914975617,7.404266458188417,7.669592522965077,4.330733340286331,3.4657359027997265,2.302585092994046,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-14,66.5,36.5,9.5,2008,4,14,0,1013.2,22.8,87,0.0,80.0,26.9,0,7.881217914975617,7.404266458188417,7.669592522965077,4.197201947661808,3.597312260588446,2.2512917986064953,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-15,94.0,49.0,13.0,2008,4,15,1,1012.6,23.6,81,0.0,60.0,21.7,1,7.881217914975617,7.404266458188417,7.669592522965077,4.543294782270004,3.8918202981106265,2.5649493574615367,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-16,123.0,37.0,19.0,2008,4,16,2,1011.3,25.6,81,0.0,10.0,8.1,0,7.881217914975617,7.404266458188417,7.669592522965077,4.812184355372417,3.6109179126442243,2.9444389791664403,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-17,154.0,55.0,26.0,2008,4,17,3,1011.0,25.3,84,0.05,60.0,18.0,1,7.881217914975617,7.404266458188417,7.669592522965077,5.0369526024136295,4.007333185232471,3.258096538021482,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-18,42.0,48.0,9.0,2008,4,18,4,1011.5,22.6,81,0.05,70.0,53.1,0,7.881217914975617,7.404266458188417,7.669592522965077,3.7376696182833684,3.871201010907891,2.1972245773362196,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-19,41.0,47.0,7.0,2008,4,19,5,1008.3,22.1,94,237.4,70.0,60.1,0,7.881217914975617,7.404266458188417,7.669592522965077,3.713572066704308,3.8501476017100584,1.9459101490553132,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-20,63.0,23.0,12.0,2008,4,20,6,1008.0,26.1,83,0.0,190.0,17.8,0,7.881217914975617,7.404266458188417,7.669592522965077,4.143134726391533,3.1354942159291497,2.4849066497880004,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-21,120.0,30.0,30.5,2008,4,21,0,1009.0,26.2,85,0.05,140.0,10.7,0,7.881217914975617,7.404266458188417,7.669592522965077,4.787491742782046,3.4011973816621555,3.417726683613366,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-22,134.0,49.0,39.0,2008,4,22,1,1011.5,26.3,79,0.0,350.0,11.0,0,7.881217914975617,7.404266458188417,7.669592522965077,4.897839799950911,3.8918202981106265,3.6635616461296463,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-23,91.0,62.0,15.5,2008,4,23,2,1015.7,22.2,74,0.4,350.0,26.2,1,7.881217914975617,7.404266458188417,7.669592522965077,4.51085950651685,4.127134385045092,2.740840023925201,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-24,88.0,80.0,18.0,2008,4,24,3,1017.5,20.9,75,0.1,350.0,22.0,1,7.881217914975617,7.404266458188417,7.669592522965077,4.477336814478207,4.382026634673881,2.8903717578961645,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-25,114.0,111.0,24.0,2008,4,25,4,1017.0,21.0,79,0.7,60.0,17.5,0,7.881217914975617,7.404266458188417,7.669592522965077,4.736198448394496,4.709530201312334,3.1780538303479458,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-26,169.0,112.0,33.0,2008,4,26,5,1014.5,22.9,69,0.05,70.0,10.5,0,7.881217914975617,7.404266458188417,7.669592522965077,5.1298987149230735,4.718498871295094,3.4965075614664802,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-27,72.0,95.0,13.0,2008,4,27,6,1011.9,23.2,85,0.05,60.0,21.8,1,7.881217914975617,7.404266458188417,7.669592522965077,4.276666119016055,4.553876891600541,2.5649493574615367,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-28,97.0,29.0,11.0,2008,4,28,0,1011.5,21.5,92,7.8,10.0,19.7,1,7.881217914975617,7.404266458188417,7.669592522965077,4.574710978503383,3.367295829986474,2.3978952727983707,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-29,104.0,40.0,18.0,2008,4,29,1,1012.2,22.5,79,0.05,40.0,17.3,0,7.881217914975617,7.404266458188417,7.669592522965077,4.6443908991413725,3.6888794541139363,2.8903717578961645,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-04-30,126.0,46.5,31.0,2008,4,30,2,1010.5,23.9,83,0.05,60.0,11.8,0,7.881217914975617,7.404266458188417,7.669592522965077,4.836281906951478,3.8394523125933104,3.4339872044851463,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_4
2008-05-01,211.0,54.0,47.0,2008,5,1,3,1008.4,24.6,83,0.05,290.0,4.1,0,7.853196524309891,7.410012186251947,7.588783465450683,5.351858133476067,3.9889840465642745,3.8501476017100584,7.881217914975617,7.404266458188417,7.669592522965077,0,2008_5
2008-05-02,121.0,36.0,12.0,2008,5,2,4,1008.4,23.8,93,7.1,50.0,13.2,0,7.853196524309891,7.410012186251947,7.588783465450683,4.795790545596741,3.58351893845611,2.4849066497880004,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-03,80.0,48.0,8.0,2008,5,3,5,1009.2,25.0,92,2.2,50.0,21.3,1,7.853196524309891,7.410012186251947,7.588783465450683,4.382026634673881,3.871201010907891,2.0794415416798357,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-04,70.0,35.0,14.0,2008,5,4,6,1008.6,26.2,89,0.05,60.0,13.2,0,7.853196524309891,7.410012186251947,7.588783465450683,4.248495242049359,3.5553480614894135,2.6390573296152584,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-05,124.0,25.0,20.5,2008,5,5,0,1007.9,26.1,88,4.5,90.0,15.0,0,7.853196524309891,7.410012186251947,7.588783465450683,4.820281565605037,3.2188758248682006,3.0204248861443626,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-06,64.0,56.5,11.0,2008,5,6,1,1010.1,22.2,84,2.1,80.0,33.1,0,7.853196524309891,7.410012186251947,7.588783465450683,4.1588830833596715,4.034240638152395,2.3978952727983707,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-07,82.0,59.0,11.0,2008,5,7,2,1009.6,24.2,88,0.05,80.0,24.7,0,7.853196524309891,7.410012186251947,7.588783465450683,4.406719247264253,4.07753744390572,2.3978952727983707,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-08,87.0,36.0,23.0,2008,5,8,3,1007.0,27.0,84,0.05,220.0,10.9,0,7.853196524309891,7.410012186251947,7.588783465450683,4.465908118654584,3.58351893845611,3.1354942159291497,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-09,84.0,29.0,31.0,2008,5,9,4,1005.2,27.8,81,0.0,260.0,18.4,0,7.853196524309891,7.410012186251947,7.588783465450683,4.430816798843313,3.367295829986474,3.4339872044851463,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-10,83.0,36.0,11.0,2008,5,10,5,1008.2,24.3,79,3.5,10.0,26.2,1,7.853196524309891,7.410012186251947,7.588783465450683,4.418840607796598,3.58351893845611,2.3978952727983707,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-11,80.0,49.0,14.0,2008,5,11,6,1010.1,22.4,83,0.05,80.0,22.2,0,7.853196524309891,7.410012186251947,7.588783465450683,4.382026634673881,3.8918202981106265,2.6390573296152584,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-12,72.0,68.0,19.0,2008,5,12,0,1010.8,24.1,76,0.0,80.0,22.5,0,7.853196524309891,7.410012186251947,7.588783465450683,4.276666119016055,4.219507705176107,2.9444389791664403,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-13,79.0,68.0,18.0,2008,5,13,1,1012.9,24.6,63,0.0,80.0,34.2,0,7.853196524309891,7.410012186251947,7.588783465450683,4.3694478524670215,4.219507705176107,2.8903717578961645,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-14,70.0,97.0,22.0,2008,5,14,2,1012.6,24.7,72,0.0,90.0,27.3,0,7.853196524309891,7.410012186251947,7.588783465450683,4.248495242049359,4.574710978503383,3.091042453358316,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-15,92.0,91.0,24.0,2008,5,15,3,1011.0,24.6,68,0.0,80.0,17.4,0,7.853196524309891,7.410012186251947,7.588783465450683,4.5217885770490405,4.51085950651685,3.1780538303479458,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-16,95.0,70.0,16.5,2008,5,16,4,1010.0,25.2,67,0.0,100.0,14.0,0,7.853196524309891,7.410012186251947,7.588783465450683,4.553876891600541,4.248495242049359,2.803360380906535,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-17,127.0,60.0,28.0,2008,5,17,5,1007.8,25.0,65,0.0,80.0,10.2,0,7.853196524309891,7.410012186251947,7.588783465450683,4.844187086458591,4.0943445622221,3.332204510175204,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-18,133.0,63.0,31.0,2008,5,18,6,1006.5,25.9,72,0.05,230.0,5.6,0,7.853196524309891,7.410012186251947,7.588783465450683,4.890349128221754,4.143134726391533,3.4339872044851463,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-19,97.0,45.0,16.5,2008,5,19,0,1008.9,23.2,92,20.1,10.0,18.8,1,7.853196524309891,7.410012186251947,7.588783465450683,4.574710978503383,3.8066624897703196,2.803360380906535,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-20,59.0,15.0,7.5,2008,5,20,1,1009.5,20.9,98,32.9,80.0,48.6,0,7.853196524309891,7.410012186251947,7.588783465450683,4.07753744390572,2.70805020110221,2.0149030205422647,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-21,89.0,34.0,8.0,2008,5,21,2,1008.5,22.9,91,0.05,60.0,26.3,1,7.853196524309891,7.410012186251947,7.588783465450683,4.48863636973214,3.5263605246161616,2.0794415416798357,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-22,82.0,58.0,8.0,2008,5,22,3,1008.8,24.1,94,1.4,80.0,23.5,0,7.853196524309891,7.410012186251947,7.588783465450683,4.406719247264253,4.060443010546419,2.0794415416798357,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-23,97.0,35.0,13.0,2008,5,23,4,1008.2,26.8,86,0.3,100.0,9.9,0,7.853196524309891,7.410012186251947,7.588783465450683,4.574710978503383,3.5553480614894135,2.5649493574615367,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-24,72.0,35.0,20.0,2008,5,24,5,1006.4,27.6,83,0.4,220.0,15.3,0,7.853196524309891,7.410012186251947,7.588783465450683,4.276666119016055,3.5553480614894135,2.995732273553991,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-25,65.0,34.0,24.0,2008,5,25,6,1007.0,27.7,83,0.3,220.0,17.0,0,7.853196524309891,7.410012186251947,7.588783465450683,4.174387269895637,3.5263605246161616,3.1780538303479458,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-26,104.0,34.0,14.0,2008,5,26,0,1008.2,27.5,87,9.9,180.0,19.1,0,7.853196524309891,7.410012186251947,7.588783465450683,4.6443908991413725,3.5263605246161616,2.6390573296152584,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-27,61.0,31.0,12.0,2008,5,27,1,1006.2,28.3,81,0.05,200.0,24.2,0,7.853196524309891,7.410012186251947,7.588783465450683,4.110873864173311,3.4339872044851463,2.4849066497880004,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-28,62.0,32.0,12.0,2008,5,28,2,1003.6,28.3,82,6.9,220.0,32.8,0,7.853196524309891,7.410012186251947,7.588783465450683,4.127134385045092,3.4657359027997265,2.4849066497880004,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-29,87.5,31.0,12.0,2008,5,29,3,1004.3,27.8,87,60.6,220.0,26.5,0,7.853196524309891,7.410012186251947,7.588783465450683,4.471638793363569,3.4339872044851463,2.4849066497880004,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-30,161.5,35.5,19.0,2008,5,30,4,1005.9,26.8,90,39.0,220.0,18.7,0,7.853196524309891,7.410012186251947,7.588783465450683,5.084505142662711,3.56953269648137,2.9444389791664403,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-05-31,164.0,60.0,25.0,2008,5,31,5,1007.5,26.0,91,0.7,100.0,11.3,0,7.853196524309891,7.410012186251947,7.588783465450683,5.099866427824199,4.0943445622221,3.2188758248682006,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_5
2008-06-01,69.0,93.0,8.0,2008,6,1,6,1006.4,25.2,92,23.1,80.0,25.9,0,7.867489066592532,7.36491249527439,7.615470741589372,4.23410650459726,4.532599493153256,2.0794415416798357,7.853196524309891,7.410012186251947,7.588783465450683,0,2008_6
2008-06-02,112.0,46.0,14.0,2008,6,2,0,1006.4,25.5,95,36.6,100.0,11.8,0,7.867489066592532,7.36491249527439,7.615470741589372,4.718498871295094,3.828641396489095,2.6390573296152584,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-03,116.0,39.0,18.0,2008,6,3,1,1008.5,25.6,95,44.9,80.0,17.9,0,7.867489066592532,7.36491249527439,7.615470741589372,4.7535901911063645,3.6635616461296463,2.8903717578961645,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-04,91.0,17.0,7.0,2008,6,4,2,1008.5,24.9,95,18.3,80.0,17.2,0,7.867489066592532,7.36491249527439,7.615470741589372,4.51085950651685,2.833213344056216,1.9459101490553132,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-05,135.0,26.0,18.0,2008,6,5,3,1007.9,25.8,86,0.1,210.0,10.5,0,7.867489066592532,7.36491249527439,7.615470741589372,4.90527477843843,3.258096538021482,2.8903717578961645,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-06,118.0,16.0,13.0,2008,6,6,4,1008.5,24.0,96,130.8,90.0,19.0,0,7.867489066592532,7.36491249527439,7.615470741589372,4.770684624465665,2.772588722239781,2.5649493574615367,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-07,110.0,15.0,12.0,2008,6,7,5,1009.2,25.5,93,307.1,200.0,30.8,0,7.867489066592532,7.36491249527439,7.615470741589372,4.700480365792417,2.70805020110221,2.4849066497880004,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-08,93.0,21.0,15.5,2008,6,8,6,1010.0,27.6,86,0.0,190.0,19.5,0,7.867489066592532,7.36491249527439,7.615470741589372,4.532599493153256,3.044522437723423,2.740840023925201,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-09,56.0,18.0,15.5,2008,6,9,0,1009.9,28.1,81,0.0,180.0,22.2,0,7.867489066592532,7.36491249527439,7.615470741589372,4.02535169073515,2.8903717578961645,2.740840023925201,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-10,58.0,20.5,17.5,2008,6,10,1,1008.5,28.2,81,4.5,200.0,29.7,0,7.867489066592532,7.36491249527439,7.615470741589372,4.060443010546419,3.0204248861443626,2.8622008809294686,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-11,85.0,20.0,19.0,2008,6,11,2,1008.6,28.1,81,1.7,240.0,27.3,0,7.867489066592532,7.36491249527439,7.615470741589372,4.442651256490317,2.995732273553991,2.9444389791664403,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-12,82.0,17.5,15.0,2008,6,12,3,1006.8,28.4,81,7.2,210.0,25.8,0,7.867489066592532,7.36491249527439,7.615470741589372,4.406719247264253,2.8622008809294686,2.70805020110221,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-13,57.0,17.5,10.0,2008,6,13,4,1003.9,27.3,87,62.5,190.0,46.3,0,7.867489066592532,7.36491249527439,7.615470741589372,4.04305126783455,2.8622008809294686,2.302585092994046,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-14,125.0,16.0,26.0,2008,6,14,5,1005.2,25.3,93,80.8,290.0,14.7,0,7.867489066592532,7.36491249527439,7.615470741589372,4.8283137373023015,2.772588722239781,3.258096538021482,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-15,117.0,17.0,19.0,2008,6,15,6,1005.0,26.5,92,41.3,120.0,8.7,0,7.867489066592532,7.36491249527439,7.615470741589372,4.762173934797756,2.833213344056216,2.9444389791664403,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-16,156.0,21.0,12.0,2008,6,16,0,1004.0,26.3,96,32.3,30.0,5.4,0,7.867489066592532,7.36491249527439,7.615470741589372,5.049856007249537,3.044522437723423,2.4849066497880004,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-17,90.0,12.0,18.0,2008,6,17,1,1004.8,25.1,95,86.9,210.0,31.8,0,7.867489066592532,7.36491249527439,7.615470741589372,4.499809670330265,2.4849066497880004,2.8903717578961645,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-18,107.0,18.0,13.0,2008,6,18,2,1007.6,25.6,93,24.8,180.0,27.3,0,7.867489066592532,7.36491249527439,7.615470741589372,4.672828834461906,2.8903717578961645,2.5649493574615367,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-19,94.0,27.0,11.0,2008,6,19,3,1009.4,27.4,87,7.6,170.0,21.3,0,7.867489066592532,7.36491249527439,7.615470741589372,4.543294782270004,3.295836866004329,2.3978952727983707,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-20,77.0,21.0,11.0,2008,6,20,4,1008.9,28.7,79,0.0,160.0,14.8,0,7.867489066592532,7.36491249527439,7.615470741589372,4.343805421853684,3.044522437723423,2.3978952727983707,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-21,95.0,21.0,32.0,2008,6,21,5,1006.2,28.7,78,0.0,210.0,8.6,0,7.867489066592532,7.36491249527439,7.615470741589372,4.553876891600541,3.044522437723423,3.4657359027997265,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
2008-06-22,87.0,26.0,37.0,2008,6,22,6,1003.5,28.7,77,0.0,270.0,12.5,0,7.867489066592532,7.36491249527439,7.615470741589372,4.465908118654584,3.258096538021482,3.6109179126442243,7.867489066592532,7.36491249527439,7.615470741589372,0,2008_6
