DATE,Nitrogen Oxides,Respirable Suspended Particulates,Sulphur Dioxide
2012-10-24,59.0,48.0,8.0
2012-10-25,61.0,65.0,10.0
2012-10-26,64.0,46.0,9.0
2012-10-27,61.0,38.0,8.0
2012-10-28,45.0,35.0,9.0
2012-10-29,49.0,76.0,8.0
2012-10-30,68.0,49.0,7.0
2012-10-31,75.0,32.0,9.0
2012-11-01,97.0,49.0,12.0
2012-11-02,95.5,66.0,11.0
2012-11-03,63.0,55.0,10.0
2012-11-04,97.5,58.0,12.0
2012-11-05,85.0,78.0,15.0
2012-11-06,84.5,79.5,13.0
2012-11-07,57.0,88.0,9.0
2012-11-08,64.5,65.5,7.0
2012-11-09,93.0,39.0,6.0
2012-11-10,111.0,34.0,10.0
2012-11-11,77.0,24.0,7.0
2012-11-12,82.5,46.0,9.5
2012-11-13,136.5,68.0,17.0
2012-11-14,97.5,67.0,10.0
2012-11-15,59.5,59.0,9.0
2012-11-16,63.0,52.0,8.0
2012-11-17,77.0,22.0,7.0
2012-11-18,71.0,31.0,9.0
2012-11-19,71.0,62.0,13.0
2012-11-20,72.0,52.0,12.0
2012-11-21,91.0,42.0,6.0
2012-11-22,125.0,26.0,9.0
2012-11-23,82.0,24.5,9.0
2012-11-24,71.0,27.0,9.0
2012-11-25,96.0,23.0,7.0
2012-11-26,165.0,23.0,9.0
2012-11-27,85.0,22.0,7.0
2012-11-28,161.0,71.0,12.0
2012-11-29,164.0,27.0,9.0
2012-11-30,139.0,31.0,10.0
2012-12-01,90.0,20.0,6.0
2012-12-02,97.0,20.0,9.0
2012-12-03,99.0,23.0,8.0
2012-12-04,108.0,33.0,8.0
2012-12-05,78.0,28.0,7.0
2012-12-06,83.0,56.0,11.0
2012-12-07,129.0,71.0,13.0
2012-12-08,87.0,60.0,10.0
2012-12-09,74.0,49.5,9.0
2012-12-10,74.0,84.0,11.0
2012-12-11,82.0,75.0,10.0
2012-12-12,70.0,52.0,9.0
2012-12-13,68.0,43.0,9.0
2012-12-14,121.0,35.0,6.0
2012-12-15,208.5,39.0,8.5
2012-12-16,169.5,38.5,12.5
2012-12-17,74.5,33.5,6.0
2012-12-18,82.0,25.0,7.0
2012-12-19,71.0,34.0,9.0
2012-12-20,65.0,63.0,11.0
2012-12-21,153.0,54.0,9.0
2012-12-22,146.0,65.0,14.0
2012-12-23,57.0,53.0,16.0
2012-12-24,77.0,54.0,14.0
2012-12-25,122.0,68.0,12.0
2012-12-26,67.0,51.0,10.0
2012-12-27,123.0,56.0,11.0
2012-12-28,133.0,30.0,9.0
2012-12-29,87.0,21.0,8.0
2012-12-30,54.0,37.0,18.0
2012-12-31,101.0,43.0,14.0
2013-01-01,135.0,47.0,17.0
2013-01-02,176.0,63.0,17.0
2013-01-03,96.0,72.0,16.0
2013-01-04,120.0,57.0,12.0
2013-01-05,134.0,59.0,13.0
2013-01-06,127.0,73.0,14.0
2013-01-07,170.0,80.0,18.0
2013-01-08,212.0,91.0,20.0
2013-01-09,127.0,87.0,17.0
2013-01-10,99.0,81.0,17.0
2013-01-11,125.0,92.0,18.0
2013-01-12,168.0,91.0,15.0
2013-01-13,191.0,108.0,25.0
2013-01-14,122.0,52.0,10.5
2013-01-15,96.0,56.0,8.0
2013-01-16,202.0,67.0,13.0
2013-01-17,118.0,64.0,10.0
2013-01-18,73.0,74.0,10.0
2013-01-19,76.0,68.0,11.0
2013-01-20,67.0,40.0,6.0
2013-01-21,99.0,37.0,6.0
2013-01-22,194.0,48.0,14.0
2013-01-23,121.0,72.0,10.0
2013-01-24,206.0,86.0,14.0
2013-01-25,118.0,79.0,14.0
2013-01-26,86.0,98.0,9.0
2013-01-27,82.0,71.0,7.0
2013-01-28,72.0,78.0,13.0
2013-01-29,124.0,46.0,10.0
2013-01-30,79.0,49.0,8.0
2013-01-31,95.0,57.0,9.0
2013-02-01,194.0,42.0,12.0
2013-02-02,185.0,39.0,10.0
2013-02-03,61.0,27.0,6.0
2013-02-04,199.0,50.0,16.0
2013-02-05,170.0,39.0,9.0
2013-02-06,101.0,25.0,8.0
2013-02-07,63.0,31.0,4.0
2013-02-08,60.0,22.0,4.0
2013-02-09,67.0,21.0,7.0
2013-02-10,69.0,44.0,10.0
2013-02-11,44.0,28.0,6.0
2013-02-12,85.0,37.0,9.0
2013-02-13,72.0,25.0,10.0
2013-02-14,90.0,36.0,8.0
2013-02-15,141.0,45.0,16.0
2013-02-16,56.0,32.0,5.0
2013-02-17,81.0,48.0,8.0
2013-02-18,177.0,40.0,18.0
2013-02-19,137.0,36.0,14.0
2013-02-20,73.0,41.0,9.0
2013-02-21,90.0,54.0,11.0
2013-02-22,114.0,49.0,11.0
2013-02-23,68.0,41.0,10.0
2013-02-24,61.0,55.0,9.0
2013-02-25,80.0,51.0,9.0
2013-02-26,106.0,53.0,7.0
2013-02-27,241.0,59.0,21.0
2013-02-28,77.0,28.0,6.0
2013-03-01,107.0,37.0,6.0
2013-03-02,84.0,26.0,6.0
2013-03-03,66.0,43.0,9.0
2013-03-04,96.0,51.0,17.0
2013-03-05,83.0,71.0,14.0
2013-03-06,122.0,86.0,14.0
2013-03-07,214.0,72.0,20.0
2013-03-08,220.0,78.0,31.0
2013-03-09,196.0,69.0,24.0
2013-03-10,156.0,40.0,19.0
2013-03-11,90.0,50.0,11.0
2013-03-12,96.0,49.0,8.0
2013-03-13,178.0,41.0,16.0
2013-03-14,102.0,58.0,11.0
2013-03-15,75.0,74.0,10.0
2013-03-16,82.0,64.0,9.0
2013-03-17,103.0,47.0,10.0
2013-03-18,222.0,41.0,21.0
2013-03-19,118.0,29.0,12.0
2013-03-20,113.0,25.0,13.0
2013-03-21,99.0,48.0,8.0
2013-03-22,102.0,53.0,12.0
2013-03-23,184.0,40.0,15.0
2013-03-24,211.0,36.5,32.0
2013-03-25,101.0,41.5,11.5
2013-03-26,70.0,45.0,6.0
2013-03-27,126.0,27.0,10.0
2013-03-28,117.0,22.0,10.0
2013-03-29,95.0,26.0,10.0
2013-03-30,57.0,25.0,6.0
2013-03-31,61.0,21.0,8.0
2013-04-01,69.0,34.0,7.0
2013-04-02,137.0,37.0,8.0
2013-04-03,70.0,70.0,9.0
2013-04-04,70.0,42.0,6.0
2013-04-05,108.0,28.0,8.0
2013-04-06,72.0,30.0,11.0
2013-04-07,54.0,49.0,11.0
2013-04-08,74.0,67.0,12.0
2013-04-09,107.0,37.0,8.0
2013-04-10,91.0,42.0,7.0
2013-04-11,97.0,60.0,9.5
2013-04-12,88.0,43.0,8.0
2013-04-13,132.0,55.0,14.5
2013-04-14,180.0,118.0,42.0
2013-04-15,173.0,121.5,27.0
2013-04-16,186.5,68.0,14.5
2013-04-17,137.0,38.0,9.0
2013-04-18,162.0,30.0,10.0
2013-04-19,135.0,23.5,11.5
2013-04-20,83.5,28.5,7.5
2013-04-21,73.0,32.0,7.0
2013-04-22,55.0,46.0,6.0
2013-04-23,96.0,45.5,7.0
2013-04-24,152.0,36.0,12.0
2013-04-25,134.0,29.0,14.0
2013-04-26,78.0,32.0,9.0
2013-04-27,57.0,79.0,13.0
2013-04-28,37.0,53.5,7.0
2013-04-29,78.0,40.0,7.0
2013-04-30,94.0,23.0,9.0
2013-05-01,73.0,36.0,13.0
2013-05-02,54.0,32.0,9.0
2013-05-03,79.0,37.0,9.0
2013-05-04,81.0,39.0,9.0
2013-05-05,58.0,35.0,7.0
2013-05-06,75.0,35.0,7.0
2013-05-07,72.0,34.0,8.0
2013-05-08,74.0,30.0,6.5
2013-05-09,114.0,27.0,10.0
2013-05-10,240.0,27.0,12.0
2013-05-11,191.0,41.0,28.0
2013-05-12,97.0,40.0,9.0
2013-05-13,95.5,32.0,8.0
2013-05-14,86.0,26.5,6.0
2013-05-15,72.0,20.5,7.0
2013-05-16,92.0,21.0,10.0
2013-05-17,183.0,25.0,10.0
2013-05-18,91.0,25.0,10.5
2013-05-19,49.0,27.0,9.5
2013-05-20,75.0,24.0,11.0
2013-05-21,182.0,24.0,13.0
2013-05-22,156.0,16.0,9.5
2013-05-23,120.0,19.0,11.5
2013-05-24,121.0,21.0,14.0
2013-05-25,99.5,14.0,7.0
2013-05-26,79.0,16.0,8.0
2013-05-27,67.5,21.0,9.0
2013-05-28,76.0,23.0,9.0
2013-05-29,78.0,19.0,10.0
2013-05-30,86.5,15.0,12.0
2013-05-31,80.0,17.0,14.0
2013-06-01,78.5,18.0,12.5
2013-06-02,68.0,17.0,12.0
2013-06-03,87.0,21.0,12.0
2013-06-04,99.0,20.0,8.0
2013-06-05,123.0,16.0,8.0
2013-06-06,124.0,21.0,9.0
2013-06-07,71.0,18.5,10.0
2013-06-08,63.0,19.0,9.0
2013-06-09,62.0,23.0,8.0
2013-06-10,103.0,28.0,9.5
2013-06-11,108.0,18.0,6.0
2013-06-12,61.0,25.0,8.0
2013-06-13,66.0,25.0,7.0
2013-06-14,63.0,16.0,5.0
2013-06-15,95.0,13.5,6.0
2013-06-16,64.0,18.0,6.0
2013-06-17,71.0,17.0,7.0
2013-06-18,93.5,15.5,9.5
2013-06-19,104.0,19.0,16.0
2013-06-20,85.0,22.0,15.0
2013-06-21,50.0,17.0,6.0
2013-06-22,60.0,20.0,6.0
2013-06-23,71.0,15.0,7.0
2013-06-24,90.0,25.0,8.0
2013-06-25,51.0,55.0,6.0
2013-06-26,52.0,45.0,6.0
2013-06-27,51.0,39.0,6.0
2013-06-28,51.0,35.0,7.0
2013-06-29,50.0,32.0,7.5
2013-06-30,54.5,27.5,7.5
2013-07-01,42.0,22.5,6.0
2013-07-02,67.0,23.5,6.0
2013-07-03,76.0,18.5,7.0
2013-07-04,77.0,20.0,10.0
2013-07-05,77.0,17.0,11.0
2013-07-06,76.0,13.0,9.0
2013-07-07,69.0,11.0,9.0
2013-07-08,85.0,14.0,9.0
2013-07-09,89.0,15.0,8.0
2013-07-10,104.0,18.0,9.0
2013-07-11,109.0,19.0,11.0
2013-07-12,95.0,36.0,15.0
2013-07-13,79.0,44.0,18.0
2013-07-14,42.0,17.0,8.0
2013-07-15,105.0,14.0,7.0
2013-07-16,110.5,13.5,8.0
2013-07-17,71.0,13.0,6.0
2013-07-18,94.5,25.0,8.0
2013-07-19,61.0,18.5,7.0
2013-07-20,71.5,20.0,6.5
2013-07-21,47.0,17.5,7.0
2013-07-22,60.0,19.5,6.0
2013-07-23,64.0,17.0,6.0
2013-07-24,89.0,15.5,5.0
2013-07-25,102.0,12.5,6.0
2013-07-26,82.0,17.5,6.0
2013-07-27,91.0,16.0,7.0
2013-07-28,76.0,18.5,7.0
2013-07-29,83.0,18.0,7.5
2013-07-30,83.0,19.0,9.0
2013-07-31,53.0,21.0,6.0
2013-08-01,48.0,21.5,6.0
2013-08-02,67.0,21.0,6.0
2013-08-03,85.0,32.0,6.0
2013-08-04,87.0,23.0,11.0
2013-08-05,136.0,26.0,23.0
2013-08-06,100.0,20.0,11.0
2013-08-07,75.0,15.5,7.0
2013-08-08,67.0,16.5,11.0
2013-08-09,82.0,27.0,17.0
2013-08-10,103.0,36.0,17.0
2013-08-11,52.0,19.0,9.0
2013-08-12,67.0,20.0,9.0
2013-08-13,49.0,24.0,8.0
2013-08-14,29.0,23.0,6.0
2013-08-15,45.0,29.0,7.0
2013-08-16,63.0,30.0,9.0
2013-08-17,75.0,28.0,9.0
2013-08-18,81.0,31.0,10.0
2013-08-19,125.0,29.5,11.0
2013-08-20,128.0,48.5,18.0
2013-08-21,144.0,91.5,29.0
2013-08-22,78.0,68.0,20.0
2013-08-23,66.0,23.0,9.0
2013-08-24,72.0,22.0,7.0
2013-08-25,69.0,22.0,7.0
2013-08-26,98.0,23.0,11.0
2013-08-27,127.0,23.5,15.0
2013-08-28,96.0,21.5,13.0
2013-08-29,101.0,26.0,16.0
2013-08-30,138.0,35.5,21.0
2013-08-31,157.0,35.0,16.0
2013-09-01,103.0,23.0,17.0
2013-09-02,109.0,20.0,15.0
2013-09-03,142.0,19.5,11.0
2013-09-04,97.0,16.0,8.0
2013-09-05,105.5,26.5,6.0
2013-09-06,60.0,40.5,7.0
2013-09-07,63.0,42.5,9.0
2013-09-08,50.0,28.0,8.0
2013-09-09,55.0,31.0,8.0
2013-09-10,58.0,35.0,8.0
2013-09-11,58.0,39.0,9.0
2013-09-12,56.0,32.0,9.0
2013-09-13,61.0,23.0,8.0
2013-09-14,67.0,21.0,8.0
2013-09-15,100.0,30.0,14.0
2013-09-16,50.0,38.0,8.0
2013-09-17,39.0,55.0,9.5
2013-09-18,48.0,45.0,8.0
2013-09-19,56.0,44.0,9.0
2013-09-20,93.0,51.0,15.0
2013-09-21,78.0,54.0,12.0
2013-09-22,51.0,39.0,9.5
2013-09-23,62.5,68.0,7.0
2013-09-24,50.0,27.0,5.0
2013-09-25,56.0,37.0,7.0
2013-09-26,63.0,41.5,8.0
2013-09-27,60.0,45.0,8.0
2013-09-28,73.0,56.0,8.0
2013-09-29,57.0,56.0,9.0
2013-09-30,71.0,53.5,7.0
2013-10-01,58.0,56.0,11.0
2013-10-02,101.0,67.0,14.0
2013-10-03,91.0,81.0,18.0
2013-10-04,93.0,109.0,16.0
2013-10-05,103.0,80.5,17.0
2013-10-06,103.0,69.0,17.0
2013-10-07,78.0,64.5,16.0
2013-10-08,76.0,88.5,13.0
2013-10-09,67.0,43.5,9.0
2013-10-10,89.0,36.5,9.0
2013-10-11,107.0,54.0,16.0
2013-10-12,66.0,74.0,10.0
2013-10-13,43.0,63.0,10.0
2013-10-14,51.0,48.0,9.0
2013-10-15,66.0,63.0,11.0
2013-10-16,53.0,84.0,10.0
2013-10-17,58.0,73.5,10.0
2013-10-18,67.0,60.5,10.5
2013-10-19,91.0,82.0,14.5
2013-10-20,82.0,83.0,17.5
2013-10-21,83.0,95.0,17.0
2013-10-22,94.0,85.5,16.0
2013-10-23,104.0,111.0,20.0
2013-10-24,105.0,89.0,19.0
2013-10-25,70.0,94.0,20.0
2013-10-26,90.0,97.0,20.0
2013-10-27,80.0,82.0,14.0
2013-10-28,86.0,69.5,10.0
2013-10-29,67.0,53.0,10.0
2013-10-30,56.0,45.0,9.0
2013-10-31,78.0,48.5,10.0
2013-11-01,115.0,58.5,12.0
2013-11-02,75.0,50.0,11.0
2013-11-03,49.0,53.5,10.0
2013-11-04,74.0,55.5,8.0
2013-11-05,81.5,49.5,8.5
2013-11-06,120.5,65.0,12.0
2013-11-07,72.0,62.0,11.0
2013-11-08,82.0,76.0,11.0
2013-11-09,61.0,48.5,9.0
2013-11-10,34.0,28.5,7.0
2013-11-11,38.0,34.5,6.0
2013-11-12,43.0,34.5,6.0
2013-11-13,81.0,29.5,6.0
2013-11-14,101.0,41.0,10.0
2013-11-15,103.0,42.0,11.0
2013-11-16,118.0,65.0,12.0
2013-11-17,82.0,63.0,13.0
2013-11-18,96.0,85.0,12.0
2013-11-19,83.0,107.5,16.0
2013-11-20,73.0,96.0,17.0
2013-11-21,91.0,76.5,15.0
2013-11-22,61.0,49.0,10.0
2013-11-23,53.0,51.0,10.0
2013-11-24,84.0,50.0,13.0
2013-11-25,96.0,59.0,11.0
2013-11-26,80.0,76.5,11.0
2013-11-27,86.0,93.0,10.0
2013-11-28,61.0,45.0,12.0
2013-11-29,87.0,44.0,13.0
2013-11-30,129.0,56.0,15.0
2013-12-01,124.0,51.0,14.0
2013-12-02,129.0,54.0,12.0
2013-12-03,131.0,57.0,11.0
2013-12-04,219.0,76.0,21.0
2013-12-05,130.0,62.0,16.0
2013-12-06,119.0,75.0,17.0
2013-12-07,163.0,85.0,17.0
2013-12-08,102.0,77.0,12.0
2013-12-09,105.0,101.0,19.0
2013-12-10,80.0,144.0,24.0
2013-12-11,79.0,139.5,27.0
2013-12-12,75.0,121.0,22.0
2013-12-13,120.0,118.5,17.0
2013-12-14,89.0,104.5,12.0
2013-12-15,64.0,26.0,6.0
2013-12-16,90.0,12.5,6.0
2013-12-17,128.0,16.5,10.0
2013-12-18,54.0,20.0,9.0
2013-12-19,79.0,39.0,10.0
2013-12-20,98.0,49.0,14.0
2013-12-21,91.0,81.0,19.0
2013-12-22,85.0,107.0,24.0
2013-12-23,148.0,105.0,20.0
2013-12-24,127.0,89.0,22.0
2013-12-25,127.0,115.0,25.0
2013-12-26,74.0,87.0,26.0
2013-12-27,73.0,139.0,46.0
2013-12-28,111.0,144.0,33.0
2013-12-29,92.0,71.0,18.5
2013-12-30,217.0,103.0,25.0
2013-12-31,253.0,101.0,34.0
2014-01-01,186.0,85.5,28.0
2014-01-02,183.0,70.0,14.0
2014-01-03,284.5,113.5,29.0
2014-01-04,136.5,125.5,30.0
2014-01-05,79.0,123.0,29.0
2014-01-06,73.5,117.5,22.5
2014-01-07,78.5,58.0,12.0
2014-01-08,163.5,80.0,17.0
2014-01-09,86.0,58.5,13.5
2014-01-10,67.0,70.0,13.0
2014-01-11,89.5,58.0,12.0
2014-01-12,110.5,75.5,15.0
2014-01-13,83.5,52.0,11.5
2014-01-14,76.0,51.0,12.0
2014-01-15,76.5,48.5,12.5
2014-01-16,94.0,61.0,13.0
2014-01-17,179.0,80.5,20.0
2014-01-18,101.0,81.0,18.5
2014-01-19,94.0,103.0,17.0
2014-01-20,149.5,108.0,18.5
2014-01-21,77.0,105.5,23.5
2014-01-22,126.0,119.0,25.5
2014-01-23,110.5,81.5,15.5
2014-01-24,78.5,46.0,10.0
2014-01-25,102.0,38.5,9.5
2014-01-26,107.0,67.0,11.0
2014-01-27,91.0,74.0,10.5
2014-01-28,132.5,59.0,13.0
2014-01-29,127.0,40.5,10.5
2014-01-30,190.0,53.0,20.0
2014-01-31,154.0,55.0,15.5
2014-02-01,100.0,43.5,10.5
2014-02-02,116.5,36.5,14.5
2014-02-03,125.5,47.5,26.0
2014-02-04,57.5,50.5,8.0
2014-02-05,43.0,25.0,5.5
2014-02-06,81.0,17.0,6.0
2014-02-07,129.0,27.0,11.5
2014-02-08,97.0,38.0,9.0
2014-02-09,62.5,20.0,5.0
2014-02-10,63.0,31.0,6.5
2014-02-11,69.0,48.0,9.0
2014-02-12,90.0,58.5,6.0
2014-02-13,90.0,28.0,7.0
2014-02-14,82.0,51.5,9.0
2014-02-15,81.0,49.0,8.5
2014-02-16,58.0,58.0,9.0
2014-02-17,155.5,53.0,9.0
2014-02-18,226.5,63.0,16.5
2014-02-19,66.5,18.5,6.5
2014-02-20,121.0,37.5,11.0
2014-02-21,67.5,53.0,9.5
2014-02-22,57.0,52.0,9.5
2014-02-23,38.5,43.0,9.0
2014-02-24,68.0,36.0,8.0
2014-02-25,74.5,43.0,7.0
2014-02-26,209.5,45.0,15.0
2014-02-27,79.5,36.5,7.0
2014-02-28,61.5,38.0,7.0
2014-03-01,134.0,49.0,9.0
2014-03-02,122.0,37.5,12.0
2014-03-03,47.0,36.0,6.5
2014-03-04,138.0,66.0,10.0
2014-03-05,82.0,41.5,8.0
2014-03-06,50.5,49.5,5.0
2014-03-07,50.5,36.0,6.0
2014-03-08,81.5,36.0,5.0
2014-03-09,62.5,21.5,5.5
2014-03-10,53.0,36.0,6.5
2014-03-11,58.0,68.0,9.0
2014-03-12,198.5,82.0,9.5
2014-03-13,233.5,60.0,12.5
2014-03-14,71.5,66.5,10.0
2014-03-15,64.0,82.5,12.5
2014-03-16,65.0,91.0,15.0
2014-03-17,128.0,67.0,8.5
2014-03-18,140.5,52.5,9.0
2014-03-19,137.0,48.0,13.0
2014-03-20,268.5,71.0,27.0
2014-03-21,64.5,61.5,10.5
2014-03-22,62.0,70.0,11.5
2014-03-23,39.5,42.0,8.5
2014-03-24,63.5,43.0,9.5
2014-03-25,108.0,43.0,10.5
2014-03-26,138.5,37.5,15.5
2014-03-27,148.0,30.5,16.5
2014-03-28,85.0,33.0,5.5
2014-03-29,215.5,34.0,12.0
2014-03-30,113.0,28.0,8.0
2014-03-31,134.0,20.0,7.0
2014-04-01,98.0,28.0,6.0
2014-04-02,79.5,24.5,5.5
2014-04-03,110.5,18.0,5.0
2014-04-04,75.0,48.0,8.0
2014-04-05,57.0,60.5,8.5
2014-04-06,37.0,57.0,7.0
2014-04-07,46.5,45.5,4.5
2014-04-08,123.5,26.0,5.0
2014-04-09,128.5,30.5,9.0
2014-04-10,52.0,39.0,5.0
2014-04-11,63.5,40.0,5.0
2014-04-12,82.0,41.0,11.0
2014-04-13,159.0,55.0,34.5
2014-04-14,93.5,47.0,13.0
2014-04-15,43.0,54.0,6.0
2014-04-16,63.0,57.0,7.0
2014-04-17,86.0,43.5,10.0
2014-04-18,105.5,33.5,10.5
2014-04-19,86.0,31.0,11.0
2014-04-20,182.5,36.5,24.0
2014-04-21,73.5,42.5,9.5
2014-04-22,108.5,49.0,11.0
2014-04-23,62.5,37.0,5.0
2014-04-24,49.5,47.5,4.0
2014-04-25,66.0,42.0,5.0
2014-04-26,89.5,29.0,6.0
2014-04-27,115.5,54.0,16.0
2014-04-28,93.0,43.0,12.5
2014-04-29,60.0,48.5,7.5
2014-04-30,59.5,62.5,5.5
2014-05-01,46.5,37.0,5.5
2014-05-02,45.0,23.5,6.5
2014-05-03,34.5,40.0,5.0
2014-05-04,40.5,40.5,4.5
2014-05-05,63.5,21.5,4.0
2014-05-06,53.0,35.5,4.5
2014-05-07,68.0,30.0,4.5
2014-05-08,83.0,20.5,6.0
2014-05-09,84.0,11.5,5.0
2014-05-10,75.5,18.5,7.0
2014-05-11,71.5,20.0,6.0
2014-05-12,131.5,22.5,10.0
2014-05-13,73.0,23.0,8.0
2014-05-14,54.0,21.5,7.0
2014-05-15,52.5,25.5,7.0
2014-05-16,78.0,25.5,8.0
2014-05-17,60.5,18.0,6.5
2014-05-18,60.5,16.0,8.5
2014-05-19,56.0,17.0,8.0
2014-05-20,142.0,19.0,8.0
2014-05-21,90.0,20.5,9.5
2014-05-22,63.0,21.5,8.0
2014-05-23,108.0,21.5,8.0
2014-05-24,73.5,19.0,8.0
2014-05-25,55.5,13.5,9.5
2014-05-26,69.0,17.0,13.0
2014-05-27,78.0,29.0,15.0
2014-05-28,65.5,17.5,13.0
2014-05-29,51.5,18.0,10.0
2014-05-30,60.0,19.0,10.0
2014-05-31,64.0,17.0,11.5
2014-06-01,43.5,14.0,10.0
2014-06-02,49.5,14.0,11.0
2014-06-03,70.5,23.0,10.0
2014-06-04,64.0,19.0,9.0
2014-06-05,66.5,18.0,10.0
2014-06-06,111.0,21.0,12.0
2014-06-07,127.0,20.0,11.0
2014-06-08,91.0,73.0,21.5
2014-06-09,43.5,24.5,6.0
2014-06-10,53.0,35.0,6.5
2014-06-11,48.5,29.5,6.5
2014-06-12,46.5,48.0,8.5
2014-06-13,70.5,60.0,9.5
2014-06-14,70.5,53.0,9.0
2014-06-15,67.5,45.5,16.0
2014-06-16,70.5,38.5,8.5
2014-06-17,58.5,22.0,6.5
2014-06-18,54.0,21.5,6.5
2014-06-19,56.0,19.5,6.5
2014-06-20,62.0,23.5,6.0
2014-06-21,76.0,25.5,6.5
2014-06-22,92.0,14.0,7.0
2014-06-23,104.5,22.0,8.0
2014-06-24,100.0,19.0,7.0
2014-06-25,101.5,22.0,8.0
2014-06-26,70.0,30.0,12.0
2014-06-27,65.0,24.5,10.5
2014-06-28,67.0,22.0,11.5
2014-06-29,47.0,15.0,7.0
2014-06-30,58.0,17.5,5.5
2014-07-01,70.5,18.0,6.5
2014-07-02,68.5,25.5,7.5
2014-07-03,57.0,23.0,9.0
2014-07-04,60.0,22.0,12.0
2014-07-05,54.5,20.0,9.5
2014-07-06,62.0,23.0,12.0
2014-07-07,133.0,31.0,10.5
2014-07-08,116.5,60.0,14.0
2014-07-09,112.0,53.0,15.0
2014-07-10,83.0,17.0,9.5
2014-07-11,86.0,15.0,8.5
2014-07-12,72.5,16.5,6.5
2014-07-13,57.0,17.0,7.5
2014-07-14,59.0,13.5,8.5
2014-07-15,63.5,13.5,10.0
2014-07-16,62.0,17.0,10.5
2014-07-17,36.0,18.0,6.5
2014-07-18,35.5,18.0,5.0
2014-07-19,49.5,27.0,5.5
2014-07-20,49.0,18.5,6.5
2014-07-21,117.0,33.5,16.0
2014-07-22,113.0,60.0,24.0
2014-07-23,63.0,50.0,17.5
2014-07-24,43.0,29.5,6.0
2014-07-25,75.0,20.5,11.0
2014-07-26,60.5,16.0,5.0
2014-07-27,55.0,13.5,5.0
2014-07-28,80.5,19.5,10.5
2014-07-29,93.0,30.0,13.0
2014-07-30,67.5,35.5,11.0
2014-07-31,79.5,36.5,15.0
2014-08-01,78.5,36.0,13.0
2014-08-02,82.0,32.0,14.5
2014-08-03,70.5,26.0,14.0
2014-08-04,74.5,22.5,9.0
2014-08-05,83.5,24.5,8.5
2014-08-06,80.5,17.5,9.5
2014-08-07,80.5,20.5,9.0
2014-08-08,71.0,19.5,12.0
2014-08-09,60.5,18.5,10.0
2014-08-10,52.5,16.0,9.0
2014-08-11,69.5,22.0,12.5
2014-08-12,67.5,23.0,8.0
2014-08-13,115.5,18.0,7.0
2014-08-14,75.5,20.0,9.0
2014-08-15,75.0,21.5,13.0
2014-08-16,67.5,25.0,10.5
2014-08-17,65.0,23.0,12.0
2014-08-18,60.5,23.5,13.0
2014-08-19,71.5,21.0,9.0
2014-08-20,135.0,15.0,9.0
2014-08-21,103.0,16.5,10.0
2014-08-22,94.5,16.0,11.0
2014-08-23,89.5,17.5,10.5
2014-08-24,61.5,16.5,11.0
2014-08-25,72.5,16.0,9.0
2014-08-26,47.0,13.0,6.0
2014-08-27,36.5,18.0,5.0
2014-08-28,48.5,17.0,5.0
2014-08-29,54.0,18.5,8.0
2014-08-30,56.0,23.5,7.0
2014-08-31,41.0,14.0,7.0
2014-09-01,67.0,14.0,8.5
2014-09-02,97.0,18.5,14.0
2014-09-03,80.5,25.5,16.5
2014-09-04,129.0,49.5,17.5
2014-09-05,47.5,38.5,6.0
2014-09-06,65.5,41.0,8.5
2014-09-07,26.5,23.0,6.0
2014-09-08,68.5,19.5,6.5
2014-09-09,55.5,23.5,9.0
2014-09-10,82.0,20.5,11.5
2014-09-11,57.0,14.5,6.0
2014-09-12,47.0,11.0,3.5
2014-09-13,56.0,12.0,5.5
2014-09-14,54.5,16.5,6.0
2014-09-15,53.5,32.5,6.5
2014-09-16,26.0,22.5,3.0
2014-09-17,50.0,32.0,5.5
2014-09-18,94.5,36.0,11.5
2014-09-19,143.0,87.0,28.5
2014-09-20,58.5,45.0,10.0
2014-09-21,47.0,41.0,10.0
2014-09-22,78.0,53.0,13.5
2014-09-23,79.5,51.0,11.5
2014-09-24,96.0,67.0,17.0
2014-09-25,88.0,67.0,16.0
2014-09-26,91.5,35.0,11.0
2014-09-27,79.5,25.0,11.0
2014-09-28,66.0,29.0,12.0
2014-09-29,83.5,34.5,12.5
2014-09-30,114.5,63.0,21.5
2014-10-01,40.5,32.5,5.5
2014-10-02,61.0,45.0,11.0
2014-10-03,69.0,49.0,10.0
2014-10-04,66.5,55.0,7.0
2014-10-05,45.5,67.0,10.0
2014-10-06,62.5,63.0,10.0
2014-10-07,54.0,79.5,10.5
2014-10-08,63.5,64.5,10.0
2014-10-09,86.5,56.5,11.0
2014-10-10,91.0,55.0,11.5
2014-10-11,94.5,59.0,13.5
2014-10-12,64.0,61.5,12.5
2014-10-13,60.5,63.0,11.0
2014-10-14,68.0,85.0,13.0
2014-10-15,65.5,93.0,12.0
2014-10-16,43.5,82.5,8.5
2014-10-17,49.5,76.5,12.0
2014-10-18,46.0,65.0,7.5
2014-10-19,39.0,53.5,7.0
2014-10-20,65.5,53.0,8.5
2014-10-21,132.0,49.5,15.0
2014-10-22,85.0,61.5,13.5
2014-10-23,60.5,54.0,8.0
2014-10-24,54.0,61.0,8.5
2014-10-25,50.5,49.0,7.5
2014-10-26,63.0,51.0,9.5
2014-10-27,55.5,58.5,9.0
